USER_SESSION_ID,snippets,kotzbox,guess_hypothesis,issues
2e9147c100b74daab26aaedc687ae6e3,"['concatlists.semantic.single.html', 'parsequerystring.semantic.abbrev.html', 'histogram.semantic.normal.html', 'countchildren.syntactic.normal.html', 'readini.syntactic.abbrev.html', 'codestructure.syntactic.single.html']","UnabhÃ¤ngig von dem, was wirklich untersucht wurde, machen diese Aufgaben Spass :)","Erfassen von Sachverhalten, die nicht in Muttersprache und nicht in ""sprechenden"" Termini dargeboten wurden.",nein
28d7363f34294d1f9195cdb4f6ae9d98,"['histogram.semantic.normal.html', 'parsequerystring.semantic.single.html', 'concatlists.semantic.abbrev.html', 'codestructure.syntactic.abbrev.html', 'countchildren.syntactic.normal.html', 'readini.syntactic.single.html']",,Sags mir,
6ba6faa149f04d38a6a9007cf721d10c,"['concatlists.semantic.single.html', 'parsequerystring.semantic.normal.html', 'histogram.semantic.abbrev.html', 'countchildren.syntactic.single.html', 'codestructure.syntactic.abbrev.html', 'readini.syntactic.normal.html']",Beispiele sind doch arg konstruiert.,"Die Art und Weise wie Personen durch Source Code scrollen (auf, ab). Der sichtbare Auschnitt entspricht dabei der durchschnittlichen Anzahl Zeilen, die ein Mensch aufs Mal wahrnehmen kann (fÃ¼r mich wars zu klein).",
dbe68fffb39e446ba383a2c580444872,"['parsequerystring.semantic.abbrev.html', 'histogram.semantic.normal.html', 'concatlists.semantic.single.html', 'readini.syntactic.abbrev.html', 'countchildren.syntactic.normal.html', 'codestructure.syntactic.single.html']",,Z.B. Ob Kommentare gelesen werden und ob diese zum finden von Fehlern als hilfreich betrachtet werden. Ob Code zuerst quer-gelesen wird um Fehler zu finden oder ob linear gearbeitet wird.,Nein.
5cae49dda66846b79b4ac91510f146d4,"['histogram.semantic.single.html', 'parsequerystring.semantic.normal.html', 'concatlists.semantic.abbrev.html', 'codestructure.syntactic.normal.html', 'readini.syntactic.single.html', 'countchildren.syntactic.abbrev.html']",,"Da es, meiner Erfahrung nach, in solchen psychologischen Studien meistens um andere Sachen geht als einem zuerst erzÃ¤hlt wird, bin ich etwas skeptisch. Ich kÃ¶nnte mir denken, dass es darum ging, ob die Angaben auf der ersten Seite (Erfahrung in Jahren etc.) sich mit den gelieferten Ergenissen decken, weil an dieser Stelle gerne gelogen wird.","Bei der EinfÃ¼hrung (Beispiel-Snippet) hat das Popup Ã¼ber der TextBox mit der Zeilennummer den Code verdeckt. Habe erst vergeblich versucht es wegzuklicken bis ich darauf gekommen bin, dass ich auf den ""Weiter""-Button klicken muss."
1f6a1160f7d941cfb72a1245810091ec,"['readini.semantic.normal.html', 'codestructure.semantic.abbrev.html', 'countchildren.semantic.single.html', 'concatlists.syntactic.abbrev.html', 'parsequerystring.syntactic.single.html', 'histogram.syntactic.normal.html']",,"Ob aussagekraeftige Variablennamen die Fehleranalyse erleichtern / beschleunigen, bzw ob man weniger Kommentare lesen muss, wenn Variablen eindeutig bezeichnet sind.",
2fca3f8b6ed24867bdbb6bd798700668,"['countchildren.semantic.abbrev.html', 'readini.semantic.normal.html', 'codestructure.semantic.single.html', 'parsequerystring.syntactic.abbrev.html', 'histogram.syntactic.single.html', 'concatlists.syntactic.normal.html']",Klasse Studie. Bin an den Ergebnissen interessiert!,"Die Vorgehensweise bei der Analyse von Code. Durch den nur kleinen sichtbaren Ausschnitt ist man als Entwickler gezwungen, ihn hin- und herzuschieben, sobald man etwas betrachtet, das nach einer mÃ¶glichen Fehlerquelle aussieht und in Zusammenhang mit einer anderen Zeile Code stehen kÃ¶nnte (wie war die Variable noch einmal deklariert? was genau war noch gleich der Zweck der Methode?...) Durch das Schieben kann in der Studie erkannt werden, wie ein Entwickler Code liest. Ãœbrigens: Der Wechsel von sprechenden hin zu oskuren Variablennamen war pfiffig. Wenn gerade das Beispiel mit a, b, c, d, e, f irgendetwas zeigen sollte, dann doch, dass die Leute vermutlich HIER als erstes einen Fehler gemacht haben (so wie ich... #fail). :)",Nein.
a21c1635c8354afda4c1ec3355ccf1c7,"['codestructure.semantic.normal.html', 'readini.semantic.abbrev.html', 'countchildren.semantic.single.html', 'parsequerystring.syntactic.normal.html', 'histogram.syntactic.single.html', 'concatlists.syntactic.abbrev.html']",,"Einfluss von Namensgebung, Mustererkennung",
d11574130185422aae71a8efd590cef8,"['countchildren.semantic.normal.html', 'readini.semantic.single.html', 'codestructure.semantic.abbrev.html', 'concatlists.syntactic.normal.html', 'parsequerystring.syntactic.single.html', 'histogram.syntactic.abbrev.html']","Cooler Fragebogen mit Space-Taste und Korrektur der fehlerhaften Zeile.
Andere FragebÃ¶gen beschrÃ¤nken sich auf blÃ¶de Fragen wie ""Compiliert dieser Quellcode?"". 
Interessant auch die Mischung aus semantischem und syntaktischem Check.
War mir eine Ehre. Gerne wieder. :-)","Einfluss von Namen auf die VerstÃ¤ndlichkeit von Quellcode?
Aufmerksamkeitsspanne: Wieviele Codezeilen kann man maximal ""im Blick"" haben?
Daraus abgeleitet: Maximale LÃ¤nge von Funktionen, die fÃ¼r einen Programmierer noch beherrschbar ist?",NÃ¶.
13a7c90dc4244362968b8a2b45fd6f4f,"['concatlists.semantic.normal.html', 'histogram.semantic.single.html', 'parsequerystring.semantic.abbrev.html', 'countchildren.syntactic.normal.html', 'readini.syntactic.single.html', 'codestructure.syntactic.abbrev.html']",,Einfluss der Variablenbezeichnungen auf die Lesbarkeit,
c78076ca4f324e20b24e0b321e927075,"['parsequerystring.semantic.single.html', 'concatlists.semantic.normal.html', 'histogram.semantic.abbrev.html', 'countchildren.syntactic.single.html', 'readini.syntactic.abbrev.html', 'codestructure.syntactic.normal.html']",,Wieweit klare Variablennamen bei der Fehlersuche helfen (fÃ¼r den ersten Teil).,
2cf03a38c4c3411b9fb5ab9ebc284abe,"['histogram.semantic.normal.html', 'parsequerystring.semantic.abbrev.html', 'concatlists.semantic.single.html', 'readini.syntactic.normal.html', 'countchildren.syntactic.abbrev.html', 'codestructure.syntactic.single.html']",in den ersten 3 sniptes nen paar knifligere probleme,Leesbarkeit von code,
f1ecc0e6316342f28bc6912466ba9e27,"['histogram.semantic.abbrev.html', 'concatlists.semantic.single.html', 'parsequerystring.semantic.normal.html', 'readini.syntactic.abbrev.html', 'codestructure.syntactic.single.html', 'countchildren.syntactic.normal.html']",Nein,Die Dauer wie lange ich brauche um die Fehler zu finden.,Nein
42efc6bbb5f34d19883b5aba9911fd90,"['codestructure.semantic.abbrev.html', 'countchildren.semantic.normal.html', 'readini.semantic.single.html', 'concatlists.syntactic.normal.html', 'histogram.syntactic.single.html', 'parsequerystring.syntactic.abbrev.html']",Nein,"Die FÃ¤higkeit, Codeausschnitte im Gesamtkontext des Codes bewerten zu kÃ¶nnen; minimale Syntaxabweichungen erkennen zu kÃ¶nnen (fehlendes Semikolon, { statt [); die FÃ¤higkeit, Semantik bei schlecht gewÃ¤hlten Bezeichnern erkennen zu kÃ¶nnen",Nein
6ea962eec5e54bfa961a4bf04f6e7c5d,"['concatlists.semantic.abbrev.html', 'parsequerystring.semantic.normal.html', 'histogram.semantic.single.html', 'countchildren.syntactic.abbrev.html', 'readini.syntactic.normal.html', 'codestructure.syntactic.single.html']",,keine Ahnung :),
c94b600e2e8d4806ad269fa74b182f59,"['parsequerystring.semantic.abbrev.html', 'histogram.semantic.single.html', 'concatlists.semantic.normal.html', 'codestructure.syntactic.abbrev.html', 'countchildren.syntactic.single.html', 'readini.syntactic.normal.html']",,Wie stark mich die (leicht idiotischen) Namen vom eigentlichen Problem ablenken ;-),
591d935ad9de46059fa689bd92c883d0,"['parsequerystring.semantic.normal.html', 'histogram.semantic.single.html', 'concatlists.semantic.abbrev.html', 'readini.syntactic.normal.html', 'countchildren.syntactic.single.html', 'codestructure.syntactic.abbrev.html']",,Wie gut das Gehirn als Compiler funktioniert,"ja, das Tutorial liess sich zunÃ¤chst nicht korrekt abschlieÃŸen"
3a065afdd2764ec0ba20b3116417e688,"['concatlists.semantic.abbrev.html', 'histogram.semantic.normal.html', 'parsequerystring.semantic.single.html', 'readini.syntactic.abbrev.html', 'codestructure.syntactic.normal.html', 'countchildren.syntactic.single.html']",,kp,nein
ac4b21c3cf9645318c244d477ba6410e,"['concatlists.semantic.single.html', 'histogram.semantic.normal.html', 'parsequerystring.semantic.abbrev.html', 'codestructure.syntactic.single.html', 'readini.syntactic.normal.html', 'countchildren.syntactic.abbrev.html']","hat SpaÃŸ gemacht, ich hÃ¤tte gerne mehr fehler gesucht",semantisches VerstÃ¤ndnis von Bezeichnern (mit AbkÃ¼rzungen),
a91c96041fbb48fbbecc47d060a40e03,"['countchildren.semantic.normal.html', 'codestructure.semantic.abbrev.html', 'readini.semantic.single.html', 'parsequerystring.syntactic.normal.html', 'concatlists.syntactic.abbrev.html', 'histogram.syntactic.single.html']","WÃ¤re super, wenn beim space drÃ¼cken in den Code-Beispielen die Textbox fÃ¼r die Zeilennummer direkt im Fokus ist.","k.A., vielleicht wie lange das Hirn im Kontext der erhobenen Daten braucht, um im Rahmen der C-Syntax zum Ergebnis zu kommen. Vielleicht gibt es auch noch Studien mit anderen Sprachen?","Nein, funktioniert gut"
78d76180579d456fa888bd292c4ea93f,"['codestructure.semantic.abbrev.html', 'countchildren.semantic.single.html', 'readini.semantic.normal.html', 'histogram.syntactic.abbrev.html', 'concatlists.syntactic.normal.html', 'parsequerystring.syntactic.single.html']",Teilnahme war interessant und hat SpaÃŸ gemacht. :-),"Code-Lesbarkeit hinsichtlich Struktur, Variablenbenennung, Code-Wahrnehmung und -tracking der Vorgehensweise beim Debugging",nein
d5d903dc95a441f3aebfd25dff447a52,"['histogram.semantic.single.html', 'concatlists.semantic.normal.html', 'parsequerystring.semantic.abbrev.html', 'countchildren.syntactic.normal.html', 'codestructure.syntactic.abbrev.html', 'readini.syntactic.single.html']",Nein,"Wieviel Code sichtbar sein muÃŸ, um noch verstÃ¤ndlich zu sein.",Nein
3369fa42614241faa844e88f364951c4,"['histogram.semantic.abbrev.html', 'parsequerystring.semantic.single.html', 'concatlists.semantic.normal.html', 'codestructure.syntactic.abbrev.html', 'readini.syntactic.single.html', 'countchildren.syntactic.normal.html']",,"VerstÃ¤ndnis des Codes, insofern, dass Fehler gefunden werden kÃ¶nnen, in AbhÃ¤ngigkeit vom Programmierstil.",
38e98cc5d31e4bcebd08c00372b287ad,"['concatlists.semantic.abbrev.html', 'parsequerystring.semantic.single.html', 'histogram.semantic.normal.html', 'countchildren.syntactic.normal.html', 'codestructure.syntactic.single.html', 'readini.syntactic.abbrev.html']","nÃ¶, alles prima. Freue mich schon auf die Auswertung",- wie oft/weit wurde zurÃ¼ck- und wieder vorgescrollt,nein
376ac7af42a34611b862dfef7615392e,"['histogram.semantic.normal.html', 'parsequerystring.semantic.single.html', 'concatlists.semantic.abbrev.html', 'codestructure.syntactic.abbrev.html', 'countchildren.syntactic.normal.html', 'readini.syntactic.single.html']","Ich hÃ¤tte ja gerne ne LÃ¶sung fÃ¼r meine nicht gelÃ¶ste Aufgabe gesehen, so steh ich jetzt einfach nur BlÃ¶d da... Kein schÃ¶nes GefÃ¼hl nach sowas nicht aufgeklÃ¤rt zu werden, zumal es mir ja auch nix bringt, Fehler die nicht korrigiert werden, werden Fehler bleiben.",Die Lesbarkeit unterschiedlichem Codes. Vielleicht notwendig um ein neues CleanCode-Buch herauszubringen.,NÃ¶.
73190a68154f4a0cbe623c9181c0052c,"['codestructure.semantic.single.html', 'countchildren.semantic.abbrev.html', 'readini.semantic.normal.html', 'concatlists.syntactic.abbrev.html', 'histogram.syntactic.normal.html', 'parsequerystring.syntactic.single.html']",,Die Auswirkung auf die Lesbarkeit und das VerstÃ¤ndnis von Quellcode durch aussagekrÃ¤ftige Variablennamen vs. AbkÃ¼rzungen und durch die Vewendung von Englischen Kommentaren statt deutschen.,
5d1bc4e15be84a8095b0ac0ae8cf30aa,"['concatlists.semantic.single.html', 'parsequerystring.semantic.normal.html', 'histogram.semantic.abbrev.html', 'countchildren.syntactic.single.html', 'codestructure.syntactic.abbrev.html', 'readini.syntactic.normal.html']","Bei dem 2. Snippet fehlt die schlieÃŸende geschweifte Klammer am Ende der Funktion.
Bei einem der Snipptes, in welchen man syntakische Fehler finden soll, fehlt eine Zeilennummer.
Bei dem Snippet, in welchem 2 Arrays abwechselnd in ein grÃ¶ÃŸeres Array Ã¼berfÃ¼hrt werden sollen, ist die Index des zu befÃ¼llenden Array 2+f fÃ¼r das jeweils f-te hinzuzufÃ¼gende Element des ersten Array und 2*f+1 fÃ¼r das zweite Array, weshalb eigentlich 2 Fehler in entsprechenden Snippet vorhanden sind.","Wahrnehmung geschriebenen Programmcodes, wie strukturiert lese ich, wie oft springe ich zu bereits Gelesenem zurÃ¼ck.",Keine technischen Probleme
2be7786b9f3c4b6c97e533ac9e666502,"['readini.semantic.abbrev.html', 'countchildren.semantic.normal.html', 'codestructure.semantic.single.html', 'histogram.syntactic.normal.html', 'concatlists.syntactic.single.html', 'parsequerystring.syntactic.abbrev.html']",,ka,
01734d33189a41c18b2a4a882c66bb9f,"['codestructure.semantic.abbrev.html', 'readini.semantic.single.html', 'countchildren.semantic.normal.html', 'histogram.syntactic.single.html', 'parsequerystring.syntactic.abbrev.html', 'concatlists.syntactic.normal.html']",,Leseverhalten,Nein.
97e23cfe7a614a7e87e9e4b05ddccd76,"['countchildren.semantic.single.html', 'codestructure.semantic.normal.html', 'readini.semantic.abbrev.html', 'histogram.syntactic.normal.html', 'concatlists.syntactic.abbrev.html', 'parsequerystring.syntactic.single.html']",,Wie die Herangehensweise von Programmierern an die Fehlersuche ist.,"Ja, wenn ich in den Code zurÃ¼ckgesprungen bin, dann hat das DrÃ¼cken der Leertaste die Ergebniszeile nicht immer dauerhaft herangeholt."
1038a7e9bfff41cb92c4f094cab3bb3a,"['concatlists.semantic.normal.html', 'histogram.semantic.abbrev.html', 'parsequerystring.semantic.single.html', 'codestructure.syntactic.single.html', 'readini.syntactic.abbrev.html', 'countchildren.syntactic.normal.html']",,"Da die Kommentare Ã¼ber dem Quellcode standen, und man den Code und die Kommentare nicht gleichzeitig lesen konnte - die haben ja auf die syntaktische Korrektheit des Codes kein Einfluss - vermute ich das es was mit dem Einfluss der Kommentare auf das VerstÃ¤ndnis des gelesenen Codes zu tun hat.",
3cd7e7f6e7f241acb605deddbb6f82b3,"['histogram.semantic.normal.html', 'parsequerystring.semantic.abbrev.html', 'concatlists.semantic.single.html', 'readini.syntactic.normal.html', 'countchildren.syntactic.abbrev.html', 'codestructure.syntactic.single.html']",,ob ich Ã¼berhaupt c# verstehe :),nope
4f0eae141f904c0ebc219e66e8ea7b53,"['codestructure.semantic.abbrev.html', 'countchildren.semantic.normal.html', 'readini.semantic.single.html', 'concatlists.syntactic.normal.html', 'histogram.syntactic.single.html', 'parsequerystring.syntactic.abbrev.html']",-,Wie leicht man durch die dunkle Seite versucht wird ?,-
bc45040dfdd04ea4913ecb3324a47b29,"['concatlists.semantic.abbrev.html', 'parsequerystring.semantic.normal.html', 'histogram.semantic.single.html', 'countchildren.syntactic.abbrev.html', 'readini.syntactic.normal.html', 'codestructure.syntactic.single.html']",,Die Treffsicherheit mit der Fehler in Quellcode mit verschiedenen Progrmmierstilen gefunden werden.,"Nach dem DrÃ¼cken auf den ""ZurÃ¼ck zum Code""-Button musste die Leertaste gedrÃ¼ckt bleiben und mit der Maus auf das Eingabefeld fÃ¼r die Zeilennummer geklickt werden um dort hin zu kommen (Browser: aktueller Firefox)"
d94a92dbde0d4b9fb3e53eb4f53cbbe1,"['histogram.semantic.single.html', 'concatlists.semantic.normal.html', 'parsequerystring.semantic.abbrev.html', 'countchildren.syntactic.normal.html', 'codestructure.syntactic.abbrev.html', 'readini.syntactic.single.html']",,Unterschiedliche Vorgehensweise zwischen syntaktischer und semantischer Fehlersuche via Eye-Tracking.,
15a39e3185bf4a9a8083efd85a0dd87b,"['histogram.semantic.abbrev.html', 'parsequerystring.semantic.single.html', 'concatlists.semantic.normal.html', 'codestructure.syntactic.abbrev.html', 'readini.syntactic.single.html', 'countchildren.syntactic.normal.html']",,keine Ahnung,
354429b16adf4c07902475fcdc595661,"['concatlists.semantic.abbrev.html', 'parsequerystring.semantic.single.html', 'histogram.semantic.normal.html', 'countchildren.syntactic.normal.html', 'codestructure.syntactic.single.html', 'readini.syntactic.abbrev.html']",,"Wahrscheinlich soll gezeigt werden, dass sprechende Namen fÃ¼r inhaltliche Fehler wichtiger sind als fÃ¼r Syntaxfehler (oder genau dies soll widerlegt werden)",nein
cd7e549273d94c50b2246c64319c82c5,"['readini.semantic.abbrev.html', 'countchildren.semantic.normal.html', 'codestructure.semantic.single.html', 'histogram.syntactic.normal.html', 'concatlists.syntactic.single.html', 'parsequerystring.syntactic.abbrev.html']",,"Ich hab absolut keine Ahnung und auch keine Theorie. Es ging um Code, deswegen war ich interessiert.",
4702cac704844bf7af1408fe988d636c,"['concatlists.semantic.single.html', 'parsequerystring.semantic.normal.html', 'histogram.semantic.abbrev.html', 'countchildren.syntactic.single.html', 'codestructure.syntactic.abbrev.html', 'readini.syntactic.normal.html']","Bitte auch ""Keyboard only"" unterstÃ¼tzen.",Erfahrung <==> FÃ¤higkeit Code zu lesen,"Fokus bei der Eingabe war nicht auf Eingabefeld gesetzt (wenn man Zeilennummer eingeben sollte).
Musste Maus benutzen!!"
31099a59f0db44b4aa90c5e03f8d0365,"['codestructure.semantic.abbrev.html', 'countchildren.semantic.normal.html', 'readini.semantic.single.html', 'concatlists.syntactic.normal.html', 'histogram.syntactic.single.html', 'parsequerystring.syntactic.abbrev.html']","Die ConcatList aufgabe (erste der Syntax Aufgaben) konnte ich selbst mit dem Compiler keinen Fehler finden. Das verwirrte mich.
Die Schnelligkeit von LÃ¶sung von Semantikproblemen aufeinanderfolgend ist sehr schwer zu vergleichen da wir ja wenn wir mal in einer Aufgabe drin sind, besser darin werden. Das Resultat wÃ¼rde mich wunder nehmen, und ob da kein Verzerrtes Bild erscheint, wenn nicht mit einer A-B Testing Methode vorgegangen wird (zufÃ¤llige Reiheinfolge z.B.)

Hat mir spass gemacht.

PS: Damn zum GlÃ¼ck benennen meine Teamkollegen ihre variable nicht so scheisse (a, b, c, h, ...)
PPS: Ich bin doch kein Compiler ;)","Ob Bezeichnungen von Variablen essentiell sind um einen Quellcode schneller zu erfassen (Clean Code), oder was wir besser lÃ¶sen kÃ¶nnen, semantische oder Syntax Probleme.",Nein
a757c193afbc404aae57c2bf0b6ce74e,"['histogram.semantic.abbrev.html', 'parsequerystring.semantic.single.html', 'concatlists.semantic.normal.html', 'codestructure.syntactic.abbrev.html', 'readini.syntactic.single.html', 'countchildren.syntactic.normal.html']",Gerne wÃ¼rde ich von den Resultaten Ã¼ber den Twitteraccount erfahren.,Folgen von ungÃ¼nstiger Variablenbenennung und Dokumentation.,
2032624690e24f458d3a05e0bfa8698c,"['codestructure.semantic.abbrev.html', 'countchildren.semantic.normal.html', 'readini.semantic.single.html', 'concatlists.syntactic.normal.html', 'histogram.syntactic.single.html', 'parsequerystring.syntactic.abbrev.html']",,Wohin schaut ein Entwickler wenn er Code liest. Wie verhÃ¤lt es sich mit Code Kommentare und Lesbarkeit.,
20c2dd965c5a4fe5a4a806b290a143d0,"['codestructure.semantic.abbrev.html', 'countchildren.semantic.single.html', 'readini.semantic.normal.html', 'histogram.syntactic.abbrev.html', 'concatlists.syntactic.normal.html', 'parsequerystring.syntactic.single.html']",Hat SpaÃŸ gemacht.,"Unterschiede in Dauer des VerstÃ¤ndnisses von gut lesbarem Code zu schlecht lesbarem Code (Variablen nur mit einzelnen Buchstaben benannt). Test, ob sich Codelesbarkeit auf reines SyntaxverstÃ¤ndnis auswirkt.",nein
25130c2dbf3d40919a7d70449b5e1d6e,"['histogram.semantic.single.html', 'concatlists.semantic.normal.html', 'parsequerystring.semantic.abbrev.html', 'countchildren.syntactic.normal.html', 'codestructure.syntactic.abbrev.html', 'readini.syntactic.single.html']","Korrektes Ergebnis anzeigen, falls nicht gefunden wurde.",Wieviele nicht C#-Programmierer an dieser an C#-Programmierer Untersuchung teilnehmen ;),nicht mehr ;)
db660a798526421cbcdab7866cbc0bcf,"['histogram.semantic.normal.html', 'parsequerystring.semantic.abbrev.html', 'concatlists.semantic.single.html', 'readini.syntactic.normal.html', 'countchildren.syntactic.abbrev.html', 'codestructure.syntactic.single.html']",,"Lesbarkeit von Code, Benennung von Variablen etc.",
87d3e8a163e34285919a1b27e12a03e3,"['histogram.semantic.normal.html', 'parsequerystring.semantic.single.html', 'concatlists.semantic.abbrev.html', 'codestructure.syntactic.abbrev.html', 'countchildren.syntactic.normal.html', 'readini.syntactic.single.html']",alles ok soweit,"- Welche Teile man vom Code (wie oft) sehen muss, um Fehler erkennen zu kÃ¶nnen
- Wie lange Menschen brauchen, um bestimmte Fehler zu finden
- Welche Art von Kommentaren am geeignetsten sind, um Kommentare verstÃ¤ndlich und lesbar schreiben zu kÃ¶nnen und damit ein mÃ¶glichst breites Spektrum an Programmierern zu erreichen",nÃ¶
37e589025b744f0f874171ed067b334e,"['parsequerystring.semantic.normal.html', 'histogram.semantic.abbrev.html', 'concatlists.semantic.single.html', 'readini.syntactic.single.html', 'codestructure.syntactic.normal.html', 'countchildren.syntactic.abbrev.html']",,ich habe keine Ahnung,
002a3d8dd87348f0afb060be99b9fb98,"['concatlists.semantic.single.html', 'histogram.semantic.abbrev.html', 'parsequerystring.semantic.normal.html', 'countchildren.syntactic.abbrev.html', 'codestructure.syntactic.single.html', 'readini.syntactic.normal.html']",Nein,"Ãœbersichtlichkeit/VerstÃ¤ndlichkeit des Codes, das Befolgen von Anweisungen, Bennenung von Methoden und Variablen, Bereitschaft teilzunehmen, ...",Nein
c672ce9398d04212a5798966870e5dd8,"['parsequerystring.semantic.normal.html', 'histogram.semantic.single.html', 'concatlists.semantic.abbrev.html', 'readini.syntactic.normal.html', 'countchildren.syntactic.single.html', 'codestructure.syntactic.abbrev.html']",,Keine Ahnung :D,"Ja, wenn man mit dem Firefox (38.0.5) auf ""ZurÃ¼ck zum Code"" klickt, kommt man danach durch das DrÃ¼cken auf die Leertaste nicht weiter, ausser man hÃ¤lt die Leertaste gedrÃ¼ckt und klickt in ein Feld rein."
325e27d2d4e14adba9fce8339f728247,"['histogram.semantic.normal.html', 'parsequerystring.semantic.single.html', 'concatlists.semantic.abbrev.html', 'codestructure.syntactic.abbrev.html', 'countchildren.syntactic.normal.html', 'readini.syntactic.single.html']",,"BeeintrÃ¤chtigt hat mich die GrÃ¶ÃŸe des lesbaren Codes. Ich nehme an, dass in dieser Richtung untersucht wurde. Die Lesbarkeit des Codes bei ausgeschriebenen Bezeichnern, AbkÃ¼rzungen und Buchstaben war sicherlich wieder Bestandteil der Untersuchung.",
8abce119b1f04d3c80df62d7ee53eb38,"['parsequerystring.semantic.normal.html', 'histogram.semantic.abbrev.html', 'concatlists.semantic.single.html', 'readini.syntactic.single.html', 'codestructure.syntactic.normal.html', 'countchildren.syntactic.abbrev.html']",,Keine Ahnung,
833fa3166cc847fea5bcb568bdc32226,"['countchildren.semantic.normal.html', 'codestructure.semantic.abbrev.html', 'readini.semantic.single.html', 'parsequerystring.syntactic.normal.html', 'concatlists.syntactic.abbrev.html', 'histogram.syntactic.single.html']",,Eigene EinschÃ¤tzung der ProgrammierfÃ¤higkeiten im VerhÃ¤ltnis zum schnellen Analysieren von Quelltexten.,"Ja, mit Chrome kam ich nicht durch die Einweisung (Scrollen)."
60e3920a39df484c9539862682c3c779,"['histogram.semantic.single.html', 'concatlists.semantic.normal.html', 'parsequerystring.semantic.abbrev.html', 'countchildren.syntactic.normal.html', 'codestructure.syntactic.abbrev.html', 'readini.syntactic.single.html']",,Lesbarkeit von Quellcode,
6998b38b9e9f4c069aaf4999b68014df,"['concatlists.semantic.single.html', 'histogram.semantic.abbrev.html', 'parsequerystring.semantic.normal.html', 'countchildren.syntactic.abbrev.html', 'codestructure.syntactic.single.html', 'readini.syntactic.normal.html']",,Wie verschiedene Personen Code lesen,
8462cc5900c344efb2dd7dabc36a6eec,"['histogram.semantic.normal.html', 'parsequerystring.semantic.single.html', 'concatlists.semantic.abbrev.html', 'codestructure.syntactic.abbrev.html', 'countchildren.syntactic.normal.html', 'readini.syntactic.single.html']","Das war interessant, ich bin an den Ergebnissen interessiert.","Ich denke, dass die Lesbarkeit von Source Code untersucht wurde. Ich kann mir vorstellen, dass unter anderem im Nachhinein ausgewertet wird, wir lange fÃ¼r die Korrekturen benÃ¶tigt wurde und wie oft der Proband dabei zu den Kommentaren navigieren musste. Dies kann man z.B. in VerhÃ¤ltnis zu der Aussagekraft der verwendeten Codebeispiele und Variablen- und Methodennamen setzen.",
837905f2669f4d3d81d1ca47939e8e0f,"['histogram.semantic.normal.html', 'parsequerystring.semantic.single.html', 'concatlists.semantic.abbrev.html', 'codestructure.syntactic.abbrev.html', 'countchildren.syntactic.normal.html', 'readini.syntactic.single.html']",,WIe lange es dauert bis jemand wegen der schlechten CodequalitÃ¤t von alleine aufgibt...,
343d7276559c433db75135cd8057bc03,"['parsequerystring.semantic.normal.html', 'histogram.semantic.abbrev.html', 'concatlists.semantic.single.html', 'readini.syntactic.single.html', 'codestructure.syntactic.normal.html', 'countchildren.syntactic.abbrev.html']",s.o.,Ich denke sie suchen einen Technischen Assistenten ;-),Studie auf Handy nicht bearbeitbar!
a4d27d625ae84572b00e8c7f88a7e23c,"['parsequerystring.semantic.normal.html', 'histogram.semantic.abbrev.html', 'concatlists.semantic.single.html', 'readini.syntactic.single.html', 'codestructure.syntactic.normal.html', 'countchildren.syntactic.abbrev.html']",,Der Einfluss von Lesbarkeit und klarer Namensgebung auf das einfache Verstehen und finden von Fehlern im Code,
