;id;age;sex;job_description;jobtype;academic_degree;subject;mother_tounge;school_leave_qualification;agent;lang;culture;german_level;english_level;years_experience_any;years_experience_csharp;c_or_cpp;csharp;fsharp;java;js;php;vbnet;other_languages;are_you_serious;boomerang_participant;encountered_distraction;has_heard_presentation;is_twitter_follower;legacy_participant;would_participate_again;how_did_you_find_us;guess_hypothesis;issues;kotzbox;snippets;submitted;created;duplicate;source
30;ebabc82ce5ce45728c9b646e7e706ed5;35;m;GeschÃ¤ftsfÃ¼hrer;angestellt;none;-;de;abi;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36";"en-US,en;q=0.8,de;q=0.6";de;6;6;18;12;1;4;0;2;4;0;1;;yes;no;no;no;yes;no;yes;Kollege;Wie oft man zurÃ¼ckblÃ¤ttern musste ...;Nein;;['parsequerystring.semantic.single.html', 'histogram.semantic.abbrev.html', 'concatlists.semantic.normal.html', 'readini.syntactic.normal.html', 'codestructure.syntactic.abbrev.html', 'countchildren.syntactic.single.html'];2015-05-21T09:38:10.297Z;2015-05-21T09:37:14.906828;False;/static/templates/forms/questions3.de.html
31;111e089bbc894e30bcbe2ef30dc7a000;36;m;Senior .NET Software Engineer;angestellt;ba;B.Sc. Informatik;de;abi;"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0";"en-GB,en;q=0.5";de;6;4;17;4;1;4;3;2;1;1;2;Go, Scheme, Common Lisp, Perl, Phyton;yes;no;no;no;no;no;maybe;Empfehlung eines Kollegen;Bezeichnerbenamung.;;;['parsequerystring.semantic.abbrev.html', 'concatlists.semantic.normal.html', 'histogram.semantic.single.html', 'readini.syntactic.single.html', 'countchildren.syntactic.normal.html', 'codestructure.syntactic.abbrev.html'];2015-05-21T10:28:19.710Z;2015-05-21T10:27:29.377488;False;/static/templates/forms/questions3.de.html
32;6ca65975dc4c4c639de22dcc264f4367;24;m;Softwareentwickler;angestellt;ba;Bachelor of Science, Informatik;de;abi;"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.73 Safari/537.36";"de-DE,de;q=0.8,en-US;q=0.6,en;q=0.4";de;6;5;4;2;1;4;0;3;2;0;0;Go;yes;no;no;no;no;no;yes;Email an meine Hochschuladresse;Wie Code aussehen muss, damit er leserlich ist (insbesondere die Namen von Bezeichnern);;"Ich empfand es als etwas hinderlich, dass immer nur ein sehr kleiner Teil des Codes sichtbar war. Falls dies also als Hilfe gedacht ist, finde ich es nicht gelungen.
Wenn es dagegen fÃ¼r die Studie von Bedeutung ist, kann man natÃ¼rlich nichts dagegen sagen.";['histogram.semantic.single.html', 'concatlists.semantic.abbrev.html', 'parsequerystring.semantic.normal.html', 'codestructure.syntactic.abbrev.html', 'readini.syntactic.normal.html', 'countchildren.syntactic.single.html'];2015-05-21T10:12:36.872Z;2015-05-21T10:11:44.832679;False;/static/templates/forms/questions3.de.html
33;bea6e164109b414a816351c589783277;39;m;Software Developer;angestellt;msc;Dipl.-Inf (FH);de;abi;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36";"de-DE,de;q=0.8,en-US;q=0.6,en;q=0.4";de;6;5;15;4;1;4;1;2;2;1;0;Clojure,Go,Ruby;yes;no;no;no;no;no;maybe;Twitter;Lesbarkeit von Code im Bezug auf Naming von Variablen/Methoden;nein;;['codestructure.semantic.normal.html', 'readini.semantic.single.html', 'countchildren.semantic.abbrev.html', 'histogram.syntactic.normal.html', 'parsequerystring.syntactic.single.html', 'concatlists.syntactic.abbrev.html'];2015-05-21T10:33:35.899Z;2015-05-21T10:32:44.395214;False;/static/templates/forms/questions3.de.html
34;4f5dc40a386d4094a7d2cbcb5c71fa32;48;m;Softwareentwickler;angestellt;msc;Dipl.-Ing. (FH);de;abi;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36";"de-DE,de;q=0.8,en-US;q=0.6,en;q=0.4";de;5;4;22;9;1;4;0;0;0;0;0;VB6;yes;no;no;yes;no;2013;yes;Kollege;Wie immer bei den Psychologen: Das, wo ich Ã¼berhaupt nicht dran gedacht habe.;nein;;['codestructure.semantic.single.html', 'readini.semantic.normal.html', 'countchildren.semantic.abbrev.html', 'histogram.syntactic.single.html', 'parsequerystring.syntactic.normal.html', 'concatlists.syntactic.abbrev.html'];2015-05-21T11:01:24.728Z;2015-05-21T11:00:33.250965;False;/static/templates/forms/questions3.de.html
35;4458c5d621cd4d28b71cc805a900fc3f;27;m;Entwickler;angestellt;ba;Bachelor of Engineering - Informationstechnik;de;abi;"Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)";de-DE;de;4;4;6;3;1;4;0;1;2;0;1;;yes;no;no;no;no;no;yes;Arbeitskollege;Codelesbarkeit;nein;Nach betÃ¤tigen der Leertaste den Tastatur-Fokus direkt auf das Eingabefeld fÃ¼r die Zeilennummer setzen. (IE 10.0);['readini.semantic.abbrev.html', 'codestructure.semantic.normal.html', 'countchildren.semantic.single.html', 'parsequerystring.syntactic.abbrev.html', 'concatlists.syntactic.single.html', 'histogram.syntactic.normal.html'];2015-05-21T11:15:33.609Z;2015-05-21T11:14:42.606941;False;/static/templates/forms/questions3.de.html
36;da43632cf8fd4944889f7aee6e10f977;31;m;.NET Software Engineer;angestellt;other;Fachinformatiker;de;abi;"Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MALNJS; rv:11.0) like Gecko";de-DE;de;6;4;10;10;1;3;3;2;2;1;1;C++, PHP, Java, JavaScript, VB, ASP.NET, F#;yes;no;yes;yes;yes;no;yes;Empfehlung eines Kollegen;"Ob ich Johannes Hofmeister kenne :)
Oder ob man Quelltext schnell lesen und korrigieren kann";;;['readini.semantic.abbrev.html', 'countchildren.semantic.single.html', 'codestructure.semantic.normal.html', 'concatlists.syntactic.single.html', 'parsequerystring.syntactic.abbrev.html', 'histogram.syntactic.normal.html'];2015-05-21T12:30:16.059Z;2015-05-21T12:29:24.381530;False;/static/templates/forms/questions3.de.html
37;b7fb4c0597f84a4db660bf30f47943cd;31;m;Softwareentwickler;angestellt;msc;Master Informatik;de;abi;"Mozilla/5.0 (Windows NT 6.3; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0";"de,en-US;q=0.7,en;q=0.3";de;6;4;12;3;1;4;0;2;1;2;0;Turbo Pascal, Delphi, ActionScript;yes;no;no;no;no;no;yes;Empfehlung eines Kollegen per Twitter;Wenn die Beispiele komplexer wÃ¤ren, wÃ¼rde ich auf die Reihenfolge tippen, in der Code gelesen wird (analog zu Blickrichtungsmessungen bei Nutzer-Tests fÃ¼r GUIs);die Bedienung per Tastatur war manchmal hakelig;;['countchildren.semantic.normal.html', 'readini.semantic.abbrev.html', 'codestructure.semantic.single.html', 'parsequerystring.syntactic.abbrev.html', 'histogram.syntactic.normal.html', 'concatlists.syntactic.single.html'];2015-06-09T12:10:07.790Z;2015-06-09T12:08:47.818134;False;/static/templates/forms/questions1.de.html
38;c2ae0176fa4b4f20bacf872b9795bd6f;36;m;Senior Software Engineer;angestellt;msc;Dipl.-Inform;de;abi;"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36";"en-US,en;q=0.8,de-DE;q=0.6,de;q=0.4";de;6;5;9;7;2;4;1;2;2;0;2;Java, C, C++, JavaScript, F#, VB.NET, Scala, Ruby, Closure, Brainfuck;yes;no;no;yes;yes;no;yes;Twitter;Dein Lieblingsthema: gute Benamsung im code - und der fÃ¶rdert einen schnelleren Ãœberblick.;nein;Hast Du alle Algorithmen in den 3 Abstufungen (ganz kryptische Variablen, halb kryptisch, leserlich) gefertigt und gibst jedem Teilnehmer zufÃ¤llige Kombinationen davon, um den Einfluss der verschiedenen Algorithmen zu vernachlÃ¤ssigen? Bestimmt. Ist cool 8-);['countchildren.semantic.single.html', 'codestructure.semantic.normal.html', 'readini.semantic.abbrev.html', 'histogram.syntactic.normal.html', 'concatlists.syntactic.abbrev.html', 'parsequerystring.syntactic.single.html'];2015-05-21T18:58:43.563Z;2015-05-21T18:57:44.315751;False;/static/templates/forms/questions3.de.html
39;a40661c57a2643fbb5f2ce0d59c38103;28;m;Software-Entwickler, Trainer, Berater;angestellt;ba;Bachelor Of Science (Angewandte Informatik);de;abi;"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36";"en-US,en;q=0.8,de-DE;q=0.6,de;q=0.4";de;6;4;9;5;1;4;0;1;2;0;1;HTML, JavaScript;yes;no;no;no;no;no;yes;XING (.NET User Group Karlsruhe);VerstÃ¤ndlichkeit von Semantik im Vergleich zur Syntax;;;['histogram.semantic.single.html', 'parsequerystring.semantic.abbrev.html', 'concatlists.semantic.normal.html', 'codestructure.syntactic.single.html', 'countchildren.syntactic.normal.html', 'readini.syntactic.abbrev.html'];2015-05-21T19:16:39.816Z;2015-05-21T19:15:49.727872;False;/static/templates/forms/questions3.de.html
40;494bde147af24a6eb791f5499fb5be54;27;m;Softwareentwickler;angestellt;msc;Master Informatik;de;abi;"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36";"en-US,en;q=0.8,de;q=0.6";de;6;6;6;2;4;3;0;4;2;1;1;;yes;no;no;no;no;no;maybe;;Wie Entwickler den Code lesen und verstehen.;;;['histogram.semantic.normal.html', 'concatlists.semantic.single.html', 'parsequerystring.semantic.abbrev.html', 'countchildren.syntactic.abbrev.html', 'readini.syntactic.single.html', 'codestructure.syntactic.normal.html'];2015-05-21T19:27:56.051Z;2015-05-21T19:26:44.517205;False;/static/templates/forms/questions3.de.html
41;0c31c982546a457ba951c6a3f5df6660;32;m;MÃ¤dchen fÃ¼r alles;selbststÃ¤ndig;lehre;keinen;de;abi;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36";"de-DE,de;q=0.8,en-US;q=0.6,en;q=0.4";de;5;4;10;11;1;3;0;1;1;1;1;;yes;no;no;yes;yes;2013;yes;"Twitter, Drohanrufe ;-)";"Ob ich im 23 Uhr noch Code lesen kann?

VerhÃ¤ltnis von unterschiedlichen AnsÃ¤tzen Code zu schreiben. D.h. reicht die Kurzform fÃ¼r Variablen etc. oder sind sprechende Texte besser? Was ist sprechend?";nein.;;['histogram.semantic.abbrev.html', 'parsequerystring.semantic.normal.html', 'concatlists.semantic.single.html', 'readini.syntactic.single.html', 'codestructure.syntactic.abbrev.html', 'countchildren.syntactic.normal.html'];2015-05-21T21:08:12.938Z;2015-05-21T21:07:20.822103;False;/static/templates/forms/questions3.de.html
42;0bcad9ad606e44359d059b9deaf9279d;38;m;Senior Software Engineer;angestellt;none;Dipl. Wirtschaftsinformatiker (FH);de;abi;"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0";"de,en-US;q=0.7,en;q=0.3";de;5;4;15;2;1;3;0;1;3;1;3;VBA, Prolog, Phyton;yes;no;no;no;no;no;yes;XING Gruppe;Die Lesbarkeit von Quellcode anhand der Bearbeitungszeit der Aufgaben.;;;['concatlists.semantic.abbrev.html', 'histogram.semantic.single.html', 'parsequerystring.semantic.normal.html', 'codestructure.syntactic.normal.html', 'readini.syntactic.abbrev.html', 'countchildren.syntactic.single.html'];2015-05-22T06:33:00.707Z;2015-05-22T06:32:36.486149;False;/static/templates/forms/questions3.de.html
43;2e9147c100b74daab26aaedc687ae6e3;45;m;Team Lead Development;angestellt;msc;Dipl.-Ingenieur;de;abi;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36";"de-DE,de;q=0.8,en-US;q=0.6,en;q=0.4";de;6;4;25;3;2;3;0;1;2;0;0;Pascal (Delphi), Assembler;yes;no;no;no;no;no;yes;XING;"Erfassen von Sachverhalten, die nicht in Muttersprache und nicht in ""sprechenden"" Termini dargeboten wurden.";nein;UnabhÃ¤ngig von dem, was wirklich untersucht wurde, machen diese Aufgaben Spass :);['concatlists.semantic.single.html', 'parsequerystring.semantic.abbrev.html', 'histogram.semantic.normal.html', 'countchildren.syntactic.normal.html', 'readini.syntactic.abbrev.html', 'codestructure.syntactic.single.html'];2015-05-22T07:07:20.909Z;2015-05-22T07:06:28.307464;False;/static/templates/forms/questions3.de.html
44;dbe68fffb39e446ba383a2c580444872;34;m;Developer;angestellt;msc;Diplom Wirtsschaftsinformatiker;de;abi;"Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko";"de-DE,de;q=0.8,en-US;q=0.5,en;q=0.3";de;5;5;10;8;1;4;0;1;2;1;4;;yes;no;no;yes;yes;2013;yes;Twitter;Z.B. Ob Kommentare gelesen werden und ob diese zum finden von Fehlern als hilfreich betrachtet werden. Ob Code zuerst quer-gelesen wird um Fehler zu finden oder ob linear gearbeitet wird.;Nein.;;['parsequerystring.semantic.abbrev.html', 'histogram.semantic.normal.html', 'concatlists.semantic.single.html', 'readini.syntactic.abbrev.html', 'countchildren.syntactic.normal.html', 'codestructure.syntactic.single.html'];2015-05-22T07:59:56.489Z;2015-05-22T07:55:11.890062;True;/static/templates/forms/questions3.de.html
45;5cae49dda66846b79b4ac91510f146d4;30;m;Softwareentwickler / -architekt;angestellt;lehre;Staatlich geprÃ¼fter Techniker, Elektrotechnik, Datenverarbeitung;ru;abi;"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko";de-DE;de;5;5;10;7;3;4;1;0;3;0;1;"Visual C++,
C++ AMP";yes;no;no;no;no;no;yes;Xing-Gruppe: .NET User Groups;Da es, meiner Erfahrung nach, in solchen psychologischen Studien meistens um andere Sachen geht als einem zuerst erzÃ¤hlt wird, bin ich etwas skeptisch. Ich kÃ¶nnte mir denken, dass es darum ging, ob die Angaben auf der ersten Seite (Erfahrung in Jahren etc.) sich mit den gelieferten Ergenissen decken, weil an dieser Stelle gerne gelogen wird.;"Bei der EinfÃ¼hrung (Beispiel-Snippet) hat das Popup Ã¼ber der TextBox mit der Zeilennummer den Code verdeckt. Habe erst vergeblich versucht es wegzuklicken bis ich darauf gekommen bin, dass ich auf den ""Weiter""-Button klicken muss.";;['histogram.semantic.single.html', 'parsequerystring.semantic.normal.html', 'concatlists.semantic.abbrev.html', 'codestructure.syntactic.normal.html', 'readini.syntactic.single.html', 'countchildren.syntactic.abbrev.html'];2015-05-22T08:43:48.765Z;2015-05-22T08:40:23.279323;False;/static/templates/forms/questions3.de.html
46;1f6a1160f7d941cfb72a1245810091ec;32;m;Business Applications Expert;angestellt;lehre;Fachinformatiker Systemintegration;de;mr;"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36";"en-US,en;q=0.8,de;q=0.6";de;6;4;12;9;0;3;0;1;3;2;3;Objective-C, Ruby, T-Sql;yes;no;no;no;no;no;maybe;Twitter;Ob aussagekraeftige Variablennamen die Fehleranalyse erleichtern / beschleunigen, bzw ob man weniger Kommentare lesen muss, wenn Variablen eindeutig bezeichnet sind.;;;['readini.semantic.normal.html', 'codestructure.semantic.abbrev.html', 'countchildren.semantic.single.html', 'concatlists.syntactic.abbrev.html', 'parsequerystring.syntactic.single.html', 'histogram.syntactic.normal.html'];2015-05-22T09:51:42.657Z;2015-05-22T09:50:49.643179;True;/static/templates/forms/questions3.de.html
47;2fca3f8b6ed24867bdbb6bd798700668;37;m;Berater;angestellt;lehre;Fachinformatiker Anwendungsentwicklung;de;abi;"Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko";de-DE;de;6;6;20;8;2;3;0;1;2;1;3;;yes;no;no;yes;yes;2013;yes;Email;Die Vorgehensweise bei der Analyse von Code. Durch den nur kleinen sichtbaren Ausschnitt ist man als Entwickler gezwungen, ihn hin- und herzuschieben, sobald man etwas betrachtet, das nach einer mÃ¶glichen Fehlerquelle aussieht und in Zusammenhang mit einer anderen Zeile Code stehen kÃ¶nnte (wie war die Variable noch einmal deklariert? was genau war noch gleich der Zweck der Methode?...) Durch das Schieben kann in der Studie erkannt werden, wie ein Entwickler Code liest. Ãœbrigens: Der Wechsel von sprechenden hin zu oskuren Variablennamen war pfiffig. Wenn gerade das Beispiel mit a, b, c, d, e, f irgendetwas zeigen sollte, dann doch, dass die Leute vermutlich HIER als erstes einen Fehler gemacht haben (so wie ich... #fail). :);Nein.;Klasse Studie. Bin an den Ergebnissen interessiert!;['countchildren.semantic.abbrev.html', 'readini.semantic.normal.html', 'codestructure.semantic.single.html', 'parsequerystring.syntactic.abbrev.html', 'histogram.syntactic.single.html', 'concatlists.syntactic.normal.html'];2015-05-22T09:57:48.404Z;2015-05-22T09:56:55.400175;False;/static/templates/forms/questions3.de.html
48;a21c1635c8354afda4c1ec3355ccf1c7;37;m;Developer;angestellt;ba;FH;de;other;"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko";de-CH;de;6;4;17;10;2;3;0;1;1;0;1;;yes;no;no;no;no;no;maybe;Xing;Einfluss von Namensgebung, Mustererkennung;;;['codestructure.semantic.normal.html', 'readini.semantic.abbrev.html', 'countchildren.semantic.single.html', 'parsequerystring.syntactic.normal.html', 'histogram.syntactic.single.html', 'concatlists.syntactic.abbrev.html'];2015-05-22T10:26:01.173Z;2015-05-22T10:25:07.979971;False;/static/templates/forms/questions3.de.html
49;d11574130185422aae71a8efd590cef8;48;m;Entwicklungsleiter;angestellt;msc;Dipl.-Inform.;de;abi;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:38.0) Gecko/20100101 Firefox/38.0";"en-US,en;q=0.5";de;6;4;25;7;2;3;0;3;3;1;1;;yes;no;no;no;no;no;yes;Empfehlung eines Kollegen;"Einfluss von Namen auf die VerstÃ¤ndlichkeit von Quellcode?
Aufmerksamkeitsspanne: Wieviele Codezeilen kann man maximal ""im Blick"" haben?
Daraus abgeleitet: Maximale LÃ¤nge von Funktionen, die fÃ¼r einen Programmierer noch beherrschbar ist?";NÃ¶.;"Cooler Fragebogen mit Space-Taste und Korrektur der fehlerhaften Zeile.
Andere FragebÃ¶gen beschrÃ¤nken sich auf blÃ¶de Fragen wie ""Compiliert dieser Quellcode?"". 
Interessant auch die Mischung aus semantischem und syntaktischem Check.
War mir eine Ehre. Gerne wieder. :-)";['countchildren.semantic.normal.html', 'readini.semantic.single.html', 'codestructure.semantic.abbrev.html', 'concatlists.syntactic.normal.html', 'parsequerystring.syntactic.single.html', 'histogram.syntactic.abbrev.html'];2015-05-22T10:59:54.559Z;2015-05-22T10:59:01.387338;False;/static/templates/forms/questions3.de.html
50;13a7c90dc4244362968b8a2b45fd6f4f;36;m;Software-Entwickler / Teamleiter;angestellt;ba;Bachelor of Science - Informatik;de;mr;"Mozilla/5.0 (Windows NT 6.3; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0";"de,en-US;q=0.7,en;q=0.3";de;6;4;15;3;1;4;0;1;3;1;0;Delphi, VB 6,;yes;no;no;yes;no;2013;yes;Mail;Einfluss der Variablenbezeichnungen auf die Lesbarkeit;;;['concatlists.semantic.normal.html', 'histogram.semantic.single.html', 'parsequerystring.semantic.abbrev.html', 'countchildren.syntactic.normal.html', 'readini.syntactic.single.html', 'codestructure.syntactic.abbrev.html'];2015-05-22T11:28:53.266Z;2015-05-22T11:28:00.110205;False;/static/templates/forms/questions3.de.html
51;f1ecc0e6316342f28bc6912466ba9e27;51;m;Softwareentwickler;selbststÃ¤ndig;msc;Dipl. Inf. (FH);de;abi;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36";"de-DE,de;q=0.8,en-US;q=0.6,en;q=0.4";de;4;4;20;8;3;4;0;0;0;0;0;;yes;no;no;no;no;no;yes;Von einem Kollegen;Die Dauer wie lange ich brauche um die Fehler zu finden.;Nein;Nein;['histogram.semantic.abbrev.html', 'concatlists.semantic.single.html', 'parsequerystring.semantic.normal.html', 'readini.syntactic.abbrev.html', 'codestructure.syntactic.single.html', 'countchildren.syntactic.normal.html'];2015-05-22T12:40:09.240Z;2015-05-22T12:39:15.537477;False;/static/templates/forms/questions3.de.html
52;6ea962eec5e54bfa961a4bf04f6e7c5d;46;m;Softwareentwickler;angestellt;other;---;de;abi;"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36";"de-DE,de;q=0.8,en-US;q=0.6,en;q=0.4";de;4;4;17;8;0;4;0;1;1;1;0;;yes;no;no;yes;yes;2013;yes;Twitter , Email;keine Ahnung :);;;['concatlists.semantic.abbrev.html', 'parsequerystring.semantic.normal.html', 'histogram.semantic.single.html', 'countchildren.syntactic.abbrev.html', 'readini.syntactic.normal.html', 'codestructure.syntactic.single.html'];2015-05-22T13:44:59.347Z;2015-05-22T13:44:07.827755;False;/static/templates/forms/questions3.de.html
53;c94b600e2e8d4806ad269fa74b182f59;44;m;Informatiker;selbststÃ¤ndig;lehre;Dipl.Informatiker;de;abi;"Mozilla/5.0 (Windows NT 6.1; Win64; x64; Trident/7.0; rv:11.0) like Gecko";de-DE;de;6;5;20;10;3;4;1;2;1;0;3;SQL;yes;no;no;yes;no;no;yes;"""Empfehlung eines Kollegen";"Wie stark mich die (leicht idiotischen) Namen vom eigentlichen Problem ablenken ;-)";;;['parsequerystring.semantic.abbrev.html', 'histogram.semantic.single.html', 'concatlists.semantic.normal.html', 'codestructure.syntactic.abbrev.html', 'countchildren.syntactic.single.html', 'readini.syntactic.normal.html'];2015-05-22T17:14:37.911Z;2015-05-22T17:14:09.980210;False;/static/templates/forms/questions3.de.html
54;3a065afdd2764ec0ba20b3116417e688;38;m;Solution Architect;angestellt;lehre;Fachinformatiker;de;mr;"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36";"de,de-DE;q=0.8";de;6;4;13;10;1;4;0;1;3;1;2;VB6, Perl;yes;no;no;no;no;no;maybe;Empfehlung eines Kollegen;kp;nein;;['concatlists.semantic.abbrev.html', 'histogram.semantic.normal.html', 'parsequerystring.semantic.single.html', 'readini.syntactic.abbrev.html', 'codestructure.syntactic.normal.html', 'countchildren.syntactic.single.html'];2015-05-22T20:03:23.991Z;2015-05-22T20:02:31.641477;True;/static/templates/forms/questions3.de.html
55;ac4b21c3cf9645318c244d477ba6410e;28;m;Softwareentwickler;angestellt;msc;MSc, BSc, Fachinformatiker;de;abi;"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36";"en-US,en;q=0.8";de;6;5;12;10;1;4;1;2;1;0;1;;yes;no;no;yes;yes;no;yes;Email;semantisches VerstÃ¤ndnis von Bezeichnern (mit AbkÃ¼rzungen);;hat SpaÃŸ gemacht, ich hÃ¤tte gerne mehr fehler gesucht;['concatlists.semantic.single.html', 'histogram.semantic.normal.html', 'parsequerystring.semantic.abbrev.html', 'codestructure.syntactic.single.html', 'readini.syntactic.normal.html', 'countchildren.syntactic.abbrev.html'];2015-05-22T20:39:58.666Z;2015-05-22T20:39:05.360596;False;/static/templates/forms/questions3.de.html
56;73190a68154f4a0cbe623c9181c0052c;41;m;Softwareentwickler und -architekt;angestellt;other;Staatlich geprÃ¼fter Informatiker;de;abi;"Mozilla/5.0 (Windows NT 6.3; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0";"de,en-US;q=0.7,en;q=0.3";de;5;4;22;5;2;3;0;1;1;1;0;Pascal, Delphi, C++, Ruby, JavaScript, Java, PHP;yes;no;no;yes;yes;no;yes;Twitter;Die Auswirkung auf die Lesbarkeit und das VerstÃ¤ndnis von Quellcode durch aussagekrÃ¤ftige Variablennamen vs. AbkÃ¼rzungen und durch die Vewendung von Englischen Kommentaren statt deutschen.;;;['codestructure.semantic.single.html', 'countchildren.semantic.abbrev.html', 'readini.semantic.normal.html', 'concatlists.syntactic.abbrev.html', 'histogram.syntactic.normal.html', 'parsequerystring.syntactic.single.html'];2015-05-25T12:18:21.082Z;2015-05-25T12:17:22.730542;True;/static/templates/forms/questions3.de.html
57;01734d33189a41c18b2a4a882c66bb9f;23;m;Informatik (Bachelor);student;none;DemnÃ¤chst den Bachelor of Science;de;abi;"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36";"en-US,en;q=0.8,de-DE;q=0.6,de;q=0.4";de;6;5;8;6;1;4;1;2;4;2;0;C#, JavaScript, Swift, C, C++, Java, Python, F#, PHP, TypeScript;yes;no;no;yes;yes;no;maybe;Twitter;Leseverhalten;Nein.;;['codestructure.semantic.abbrev.html', 'readini.semantic.single.html', 'countchildren.semantic.normal.html', 'histogram.syntactic.single.html', 'parsequerystring.syntactic.abbrev.html', 'concatlists.syntactic.normal.html'];2015-05-25T11:32:05.540Z;2015-05-25T11:31:07.250623;True;/static/templates/forms/questions3.de.html
58;1038a7e9bfff41cb92c4f094cab3bb3a;28;m;Web Developer;angestellt;msc;Dipl.-Inform.;other;other;"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.73 Safari/537.36";"en-US,en;q=0.8,de-AT;q=0.6,de;q=0.4,sl;q=0.2";de;6;6;8;5;1;4;1;2;4;2;1;;yes;no;no;no;no;no;maybe;Twitter;Da die Kommentare Ã¼ber dem Quellcode standen, und man den Code und die Kommentare nicht gleichzeitig lesen konnte - die haben ja auf die syntaktische Korrektheit des Codes kein Einfluss - vermute ich das es was mit dem Einfluss der Kommentare auf das VerstÃ¤ndnis des gelesenen Codes zu tun hat.;;;['concatlists.semantic.normal.html', 'histogram.semantic.abbrev.html', 'parsequerystring.semantic.single.html', 'codestructure.syntactic.single.html', 'readini.syntactic.abbrev.html', 'countchildren.syntactic.normal.html'];2015-05-25T12:50:12.395Z;2015-05-25T12:49:18.693159;False;/static/templates/forms/questions3.de.html
59;354429b16adf4c07902475fcdc595661;3;m;Softwareentwickler / Archtekt;selbststÃ¤ndig;msc;Dipl.-Inform.;de;abi;"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0";"en-us,en;q=0.5";de;6;5;18;10;1;4;0;1;1;0;0;R, Bash;yes;no;no;yes;yes;2013;yes;Twitter;Wahrscheinlich soll gezeigt werden, dass sprechende Namen fÃ¼r inhaltliche Fehler wichtiger sind als fÃ¼r Syntaxfehler (oder genau dies soll widerlegt werden);nein;;['concatlists.semantic.abbrev.html', 'parsequerystring.semantic.single.html', 'histogram.semantic.normal.html', 'countchildren.syntactic.normal.html', 'codestructure.syntactic.single.html', 'readini.syntactic.abbrev.html'];2015-05-30T11:42:33.554Z;2015-05-30T11:41:31.557145;False;/static/templates/forms/questions3.de.html
