USER_SESSION_ID,snippets,academic_degree,age,are_you_serious,boomerang_participant,c_or_cpp,created,csharp,culture,encountered_distraction,english_level,fsharp,german_level,has_heard_presentation,how_did_you_find_us,is_twitter_follower,java,job_description,jobtype,js,legacy_participant,mother_tounge,other_languages,php,school_leave_qualification,sex,source,subject,submitted,vbnet,would_participate_again,years_experience_any,years_experience_csharp
04b90f6230f942f39a3ac3dfc3bfe60b,"['codestructure.semantic.single.html', 'readini.semantic.abbrev.html', 'countchildren.semantic.normal.html', 'concatlists.syntactic.normal.html', 'histogram.syntactic.abbrev.html', 'parsequerystring.syntactic.single.html']",ba,27,yes,no,2,2015-05-21T10:24:02.436065,3,de,no,5,0,6,yes,Twitter,yes,1,Softwareentwickler,angestellt,2,no,de,,3,abi,m,/static/templates/forms/questions3.de.html,Bachelor Medieninformatik,2015-05-21T10:24:55.832Z,4,maybe,6,5
bea6e164109b414a816351c589783277,"['codestructure.semantic.normal.html', 'readini.semantic.single.html', 'countchildren.semantic.abbrev.html', 'histogram.syntactic.normal.html', 'parsequerystring.syntactic.single.html', 'concatlists.syntactic.abbrev.html']",msc,39,yes,no,1,2015-05-21T10:32:44.395214,4,de,no,5,1,6,no,Twitter,no,2,Software Developer,angestellt,2,no,de,"Clojure,Go,Ruby",1,abi,m,/static/templates/forms/questions3.de.html,Dipl.-Inf (FH),2015-05-21T10:33:35.899Z,0,maybe,15,4
4f5dc40a386d4094a7d2cbcb5c71fa32,"['codestructure.semantic.single.html', 'readini.semantic.normal.html', 'countchildren.semantic.abbrev.html', 'histogram.syntactic.single.html', 'parsequerystring.syntactic.normal.html', 'concatlists.syntactic.abbrev.html']",msc,48,yes,no,1,2015-05-21T11:00:33.250965,4,de,no,4,0,5,yes,Kollege,no,0,Softwareentwickler,angestellt,0,2013,de,VB6,0,abi,m,/static/templates/forms/questions3.de.html,Dipl.-Ing. (FH),2015-05-21T11:01:24.728Z,0,yes,22,9
4458c5d621cd4d28b71cc805a900fc3f,"['readini.semantic.abbrev.html', 'codestructure.semantic.normal.html', 'countchildren.semantic.single.html', 'parsequerystring.syntactic.abbrev.html', 'concatlists.syntactic.single.html', 'histogram.syntactic.normal.html']",ba,27,yes,no,1,2015-05-21T11:14:42.606941,4,de,no,4,0,4,no,Arbeitskollege,no,1,Entwickler,angestellt,2,no,de,,0,abi,m,/static/templates/forms/questions3.de.html,Bachelor of Engineering - Informationstechnik,2015-05-21T11:15:33.609Z,1,yes,6,3
da43632cf8fd4944889f7aee6e10f977,"['readini.semantic.abbrev.html', 'countchildren.semantic.single.html', 'codestructure.semantic.normal.html', 'concatlists.syntactic.single.html', 'parsequerystring.syntactic.abbrev.html', 'histogram.syntactic.normal.html']",other,31,yes,no,1,2015-05-21T12:29:24.381530,3,de,yes,4,3,6,yes,Empfehlung eines Kollegen,yes,2,.NET Software Engineer,angestellt,2,no,de,"C++, PHP, Java, JavaScript, VB, ASP.NET, F#",1,abi,m,/static/templates/forms/questions3.de.html,Fachinformatiker,2015-05-21T12:30:16.059Z,1,yes,10,10
5b2eda05b89a4525b6d212441147e785,"['readini.semantic.abbrev.html', 'countchildren.semantic.normal.html', 'codestructure.semantic.single.html', 'histogram.syntactic.normal.html', 'concatlists.syntactic.single.html', 'parsequerystring.syntactic.abbrev.html']",msc,31,yes,yes,1,2015-05-21T13:07:00.662915,3,de,yes,4,1,4,no,,no,2,Softwareentwickler,angestellt,2,2013,ru,,1,abi,m,/static/templates/forms/questions3.de.html,Master of Science,2015-05-21T13:07:52.322Z,0,yes,10,5
63e0ee5b9fb34264accd8fb7091bc7b8,"['codestructure.semantic.abbrev.html', 'countchildren.semantic.single.html', 'readini.semantic.normal.html', 'histogram.syntactic.abbrev.html', 'concatlists.syntactic.normal.html', 'parsequerystring.syntactic.single.html']",msc,32,yes,no,1,2015-05-21T14:19:24.845341,4,de,no,4,0,6,no,Kollege,no,2,Diplominformatiker,angestellt,0,2013,de,,0,abi,m,/static/templates/forms/questions3.de.html,Dipl.-Inform. (FH),2015-05-21T14:20:16.550Z,3,yes,10,8
b7fb4c0597f84a4db660bf30f47943cd,"['countchildren.semantic.normal.html', 'readini.semantic.abbrev.html', 'codestructure.semantic.single.html', 'parsequerystring.syntactic.abbrev.html', 'histogram.syntactic.normal.html', 'concatlists.syntactic.single.html']",msc,31,yes,no,1,2015-06-09T12:08:47.818134,4,de,no,4,0,6,no,Empfehlung eines Kollegen per Twitter,no,2,Softwareentwickler,angestellt,1,no,de,"Turbo Pascal, Delphi, ActionScript",2,abi,m,/static/templates/forms/questions1.de.html,Master Informatik,2015-06-09T12:10:07.790Z,0,yes,12,3
c2ae0176fa4b4f20bacf872b9795bd6f,"['countchildren.semantic.single.html', 'codestructure.semantic.normal.html', 'readini.semantic.abbrev.html', 'histogram.syntactic.normal.html', 'concatlists.syntactic.abbrev.html', 'parsequerystring.syntactic.single.html']",msc,36,yes,no,2,2015-05-21T18:57:44.315751,4,de,no,5,1,6,yes,Twitter,yes,2,Senior Software Engineer,angestellt,2,no,de,"Java, C, C++, JavaScript, F#, VB.NET, Scala, Ruby, Closure, Brainfuck",0,abi,m,/static/templates/forms/questions3.de.html,Dipl.-Inform,2015-05-21T18:58:43.563Z,2,yes,9,7
a40661c57a2643fbb5f2ce0d59c38103,"['histogram.semantic.single.html', 'parsequerystring.semantic.abbrev.html', 'concatlists.semantic.normal.html', 'codestructure.syntactic.single.html', 'countchildren.syntactic.normal.html', 'readini.syntactic.abbrev.html']",ba,28,yes,no,1,2015-05-21T19:15:49.727872,4,de,no,4,0,6,no,XING (.NET User Group Karlsruhe),no,1,"Software-Entwickler, Trainer, Berater",angestellt,2,no,de,"HTML, JavaScript",0,abi,m,/static/templates/forms/questions3.de.html,Bachelor Of Science (Angewandte Informatik),2015-05-21T19:16:39.816Z,1,yes,9,5
494bde147af24a6eb791f5499fb5be54,"['histogram.semantic.normal.html', 'concatlists.semantic.single.html', 'parsequerystring.semantic.abbrev.html', 'countchildren.syntactic.abbrev.html', 'readini.syntactic.single.html', 'codestructure.syntactic.normal.html']",msc,27,yes,no,4,2015-05-21T19:26:44.517205,3,de,no,6,0,6,no,,no,4,Softwareentwickler,angestellt,2,no,de,,1,abi,m,/static/templates/forms/questions3.de.html,Master Informatik,2015-05-21T19:27:56.051Z,1,maybe,6,2
3f8aa1da75804e0c9ceec0bb3b0f7b33,"['histogram.semantic.abbrev.html', 'parsequerystring.semantic.single.html', 'concatlists.semantic.normal.html', 'codestructure.syntactic.abbrev.html', 'readini.syntactic.single.html', 'countchildren.syntactic.normal.html']",msc,38,no,no,1,2015-05-21T20:14:14.008907,3,de,yes,5,0,6,no,xing.com,no,1,Softwareentwickler Contentmanagement,angestellt,1,no,de,"XSLT, SQL",1,abi,m,/static/templates/forms/questions3.de.html,Dipl.-Ing. Inf. (FH),2015-05-21T20:15:05.980Z,2,yes,14,7
0c31c982546a457ba951c6a3f5df6660,"['histogram.semantic.abbrev.html', 'parsequerystring.semantic.normal.html', 'concatlists.semantic.single.html', 'readini.syntactic.single.html', 'codestructure.syntactic.abbrev.html', 'countchildren.syntactic.normal.html']",lehre,32,yes,no,1,2015-05-21T21:07:20.822103,3,de,no,4,0,5,yes,"Twitter, Drohanrufe ;-)",yes,1,MÃ¤dchen fÃ¼r alles,selbststÃ¤ndig,1,2013,de,,1,abi,m,/static/templates/forms/questions3.de.html,keinen,2015-05-21T21:08:12.938Z,1,yes,10,11
5966681c81e2483e9c54da2564037946,"['concatlists.semantic.single.html', 'histogram.semantic.abbrev.html', 'parsequerystring.semantic.normal.html', 'countchildren.syntactic.abbrev.html', 'codestructure.syntactic.single.html', 'readini.syntactic.normal.html']",lehre,21,yes,no,1,2015-05-21T22:22:35.668788,3,de,yes,4,1,6,no,Xing,no,1,Softwareentwickler,angestellt,1,no,de,Objective-C,1,abi,m,/static/templates/forms/questions3.de.html,Fachinformatiker,2015-05-21T22:23:01.515Z,2,yes,5,5
10589798c7e947a78944002f3027cf3d,"['concatlists.semantic.normal.html', 'histogram.semantic.abbrev.html', 'parsequerystring.semantic.single.html', 'codestructure.syntactic.single.html', 'readini.syntactic.abbrev.html', 'countchildren.syntactic.normal.html']",none,25,yes,no,2,2015-05-21T22:53:55.073973,2,de,no,5,0,6,no,Whatsapp Empfehlung eines ehemaligen Arbeitskollegen,no,4,Angewandte Informatik,student,1,no,de,"HTML, Assembler",0,abi,m,/static/templates/forms/questions3.de.html,B. Sc.,2015-05-21T22:55:41.674Z,0,yes,4,1
32e434cccc3146cf9c3c8b6426298dd2,"['concatlists.semantic.abbrev.html', 'parsequerystring.semantic.single.html', 'histogram.semantic.normal.html', 'countchildren.syntactic.normal.html', 'codestructure.syntactic.single.html', 'readini.syntactic.abbrev.html']",dr,41,yes,no,1,2015-05-22T00:22:57.528098,3,de,no,6,0,6,yes,Email,yes,3,Software Entwickler,angestellt,2,2013,de,"TeX, R, Matlab, Javascript, Ruby, Bash, AWK",0,abi,m,/static/templates/forms/questions3.de.html,Dr rer nat (Dipl Biol),2015-05-22T00:23:49.941Z,2,yes,10,6
0bcad9ad606e44359d059b9deaf9279d,"['concatlists.semantic.abbrev.html', 'histogram.semantic.single.html', 'parsequerystring.semantic.normal.html', 'codestructure.syntactic.normal.html', 'readini.syntactic.abbrev.html', 'countchildren.syntactic.single.html']",none,38,yes,no,1,2015-05-22T06:32:36.486149,3,de,no,4,0,5,no,XING Gruppe,no,1,Senior Software Engineer,angestellt,3,no,de,"VBA, Prolog, Phyton",1,abi,m,/static/templates/forms/questions3.de.html,Dipl. Wirtschaftsinformatiker (FH),2015-05-22T06:33:00.707Z,3,yes,15,2
2e9147c100b74daab26aaedc687ae6e3,"['concatlists.semantic.single.html', 'parsequerystring.semantic.abbrev.html', 'histogram.semantic.normal.html', 'countchildren.syntactic.normal.html', 'readini.syntactic.abbrev.html', 'codestructure.syntactic.single.html']",msc,45,yes,no,2,2015-05-22T07:06:28.307464,3,de,no,4,0,6,no,XING,no,1,Team Lead Development,angestellt,2,no,de,"Pascal (Delphi), Assembler",0,abi,m,/static/templates/forms/questions3.de.html,Dipl.-Ingenieur,2015-05-22T07:07:20.909Z,0,yes,25,3
28d7363f34294d1f9195cdb4f6ae9d98,"['histogram.semantic.normal.html', 'parsequerystring.semantic.single.html', 'concatlists.semantic.abbrev.html', 'codestructure.syntactic.abbrev.html', 'countchildren.syntactic.normal.html', 'readini.syntactic.single.html']",ba,33,yes,no,1,2015-05-22T07:30:24.683184,3,de,no,5,0,6,no,Newsletter der Hochschule,no,3,Informatik,none,1,no,de,"ASM, Delphi",0,abi,o,/static/templates/forms/questions3.de.html,B.Sc.,2015-05-22T07:31:21.192Z,2,maybe,15,5
6ba6faa149f04d38a6a9007cf721d10c,"['concatlists.semantic.single.html', 'parsequerystring.semantic.normal.html', 'histogram.semantic.abbrev.html', 'countchildren.syntactic.single.html', 'codestructure.syntactic.abbrev.html', 'readini.syntactic.normal.html']",ba,44,yes,no,3,2015-05-22T08:09:04.548321,4,de,yes,4,0,6,no,Xing,no,1,CEO,selbststÃ¤ndig,2,no,de,,1,abi,m,/static/templates/forms/questions3.de.html,Dipl. Ing. HTL (Schweiz),2015-05-22T08:09:57.421Z,2,yes,18,10
dbe68fffb39e446ba383a2c580444872,"['parsequerystring.semantic.abbrev.html', 'histogram.semantic.normal.html', 'concatlists.semantic.single.html', 'readini.syntactic.abbrev.html', 'countchildren.syntactic.normal.html', 'codestructure.syntactic.single.html']",msc,34,yes,no,1,2015-05-22T07:55:11.890062,4,de,no,5,0,5,yes,Twitter,yes,1,Developer,angestellt,2,2013,de,,1,abi,m,/static/templates/forms/questions3.de.html,Diplom Wirtsschaftsinformatiker,2015-05-22T07:59:56.489Z,4,yes,10,8
5cae49dda66846b79b4ac91510f146d4,"['histogram.semantic.single.html', 'parsequerystring.semantic.normal.html', 'concatlists.semantic.abbrev.html', 'codestructure.syntactic.normal.html', 'readini.syntactic.single.html', 'countchildren.syntactic.abbrev.html']",lehre,30,yes,no,3,2015-05-22T08:40:23.279323,4,de,no,5,1,5,no,Xing-Gruppe: .NET User Groups,no,0,Softwareentwickler / -architekt,angestellt,3,no,ru,"Visual C++,
C++ AMP",0,abi,m,/static/templates/forms/questions3.de.html,"Staatlich geprÃ¼fter Techniker, Elektrotechnik, Datenverarbeitung",2015-05-22T08:43:48.765Z,1,yes,10,7
1f6a1160f7d941cfb72a1245810091ec,"['readini.semantic.normal.html', 'codestructure.semantic.abbrev.html', 'countchildren.semantic.single.html', 'concatlists.syntactic.abbrev.html', 'parsequerystring.syntactic.single.html', 'histogram.syntactic.normal.html']",lehre,32,yes,no,0,2015-05-22T09:50:49.643179,3,de,no,4,0,6,no,Twitter,no,1,Business Applications Expert,angestellt,3,no,de,"Objective-C, Ruby, T-Sql",2,mr,m,/static/templates/forms/questions3.de.html,Fachinformatiker Systemintegration,2015-05-22T09:51:42.657Z,3,maybe,12,9
2fca3f8b6ed24867bdbb6bd798700668,"['countchildren.semantic.abbrev.html', 'readini.semantic.normal.html', 'codestructure.semantic.single.html', 'parsequerystring.syntactic.abbrev.html', 'histogram.syntactic.single.html', 'concatlists.syntactic.normal.html']",lehre,37,yes,no,2,2015-05-22T09:56:55.400175,3,de,no,6,0,6,yes,Email,yes,1,Berater,angestellt,2,2013,de,,1,abi,m,/static/templates/forms/questions3.de.html,Fachinformatiker Anwendungsentwicklung,2015-05-22T09:57:48.404Z,3,yes,20,8
a21c1635c8354afda4c1ec3355ccf1c7,"['codestructure.semantic.normal.html', 'readini.semantic.abbrev.html', 'countchildren.semantic.single.html', 'parsequerystring.syntactic.normal.html', 'histogram.syntactic.single.html', 'concatlists.syntactic.abbrev.html']",ba,37,yes,no,2,2015-05-22T10:25:07.979971,3,de,no,4,0,6,no,Xing,no,1,Developer,angestellt,1,no,de,,0,other,m,/static/templates/forms/questions3.de.html,FH,2015-05-22T10:26:01.173Z,1,maybe,17,10
d11574130185422aae71a8efd590cef8,"['countchildren.semantic.normal.html', 'readini.semantic.single.html', 'codestructure.semantic.abbrev.html', 'concatlists.syntactic.normal.html', 'parsequerystring.syntactic.single.html', 'histogram.syntactic.abbrev.html']",msc,48,yes,no,2,2015-05-22T10:59:01.387338,3,de,no,4,0,6,no,Empfehlung eines Kollegen,no,3,Entwicklungsleiter,angestellt,3,no,de,,1,abi,m,/static/templates/forms/questions3.de.html,Dipl.-Inform.,2015-05-22T10:59:54.559Z,1,yes,25,7
13a7c90dc4244362968b8a2b45fd6f4f,"['concatlists.semantic.normal.html', 'histogram.semantic.single.html', 'parsequerystring.semantic.abbrev.html', 'countchildren.syntactic.normal.html', 'readini.syntactic.single.html', 'codestructure.syntactic.abbrev.html']",ba,36,yes,no,1,2015-05-22T11:28:00.110205,4,de,no,4,0,6,yes,Mail,no,1,Software-Entwickler / Teamleiter,angestellt,3,2013,de,"Delphi, VB 6,",1,mr,m,/static/templates/forms/questions3.de.html,Bachelor of Science - Informatik,2015-05-22T11:28:53.266Z,0,yes,15,3
c78076ca4f324e20b24e0b321e927075,"['parsequerystring.semantic.single.html', 'concatlists.semantic.normal.html', 'histogram.semantic.abbrev.html', 'countchildren.syntactic.single.html', 'readini.syntactic.abbrev.html', 'codestructure.syntactic.normal.html']",dr,35,yes,no,3,2015-05-22T12:01:06.249465,1,de,no,6,0,6,no,Facebook,no,3,Postdoc,angestellt,1,no,de,Python,0,abi,m,/static/templates/forms/questions3.de.html,"Dipl.-Inform, Dr. rer.nat",2015-05-22T12:02:48.596Z,0,maybe,12,0
2cf03a38c4c3411b9fb5ab9ebc284abe,"['histogram.semantic.normal.html', 'parsequerystring.semantic.abbrev.html', 'concatlists.semantic.single.html', 'readini.syntactic.normal.html', 'countchildren.syntactic.abbrev.html', 'codestructure.syntactic.single.html']",none,23,yes,no,1,2015-05-22T12:21:30.297008,2,de,no,4,0,6,no,E-Mail Hs mannheim,no,4,Informatik Bachelor,student,3,no,de,"java,javascript,c,c++,php,prolog",2,abi,m,/static/templates/forms/questions3.de.html,Allgemeine Hochschul Reife,2015-05-22T12:22:22.744Z,0,yes,3,1
f1ecc0e6316342f28bc6912466ba9e27,"['histogram.semantic.abbrev.html', 'concatlists.semantic.single.html', 'parsequerystring.semantic.normal.html', 'readini.syntactic.abbrev.html', 'codestructure.syntactic.single.html', 'countchildren.syntactic.normal.html']",msc,51,yes,no,3,2015-05-22T12:39:15.537477,4,de,no,4,0,4,no,Von einem Kollegen,no,0,Softwareentwickler,selbststÃ¤ndig,0,no,de,,0,abi,m,/static/templates/forms/questions3.de.html,Dipl. Inf. (FH),2015-05-22T12:40:09.240Z,0,yes,20,8
42efc6bbb5f34d19883b5aba9911fd90,"['codestructure.semantic.abbrev.html', 'countchildren.semantic.normal.html', 'readini.semantic.single.html', 'concatlists.syntactic.normal.html', 'histogram.syntactic.single.html', 'parsequerystring.syntactic.abbrev.html']",lehre,39,yes,no,0,2015-05-22T12:49:37.129929,2,de,no,4,0,6,yes,Xing,no,3,Softwareentwickler Java,angestellt,0,no,de,"Java, C#",0,abi,m,/static/templates/forms/questions3.de.html,Diplom Wirtschaftsinformatiker,2015-05-22T12:50:34.803Z,1,yes,9,2
6ea962eec5e54bfa961a4bf04f6e7c5d,"['concatlists.semantic.abbrev.html', 'parsequerystring.semantic.normal.html', 'histogram.semantic.single.html', 'countchildren.syntactic.abbrev.html', 'readini.syntactic.normal.html', 'codestructure.syntactic.single.html']",other,46,yes,no,0,2015-05-22T13:44:07.827755,4,de,no,4,0,4,yes,"Twitter , Email",yes,1,Softwareentwickler,angestellt,1,2013,de,,1,abi,m,/static/templates/forms/questions3.de.html,---,2015-05-22T13:44:59.347Z,0,yes,17,8
c94b600e2e8d4806ad269fa74b182f59,"['parsequerystring.semantic.abbrev.html', 'histogram.semantic.single.html', 'concatlists.semantic.normal.html', 'codestructure.syntactic.abbrev.html', 'countchildren.syntactic.single.html', 'readini.syntactic.normal.html']",lehre,44,yes,no,3,2015-05-22T17:14:09.980210,4,de,no,5,1,6,yes,"""Empfehlung eines Kollegen",no,2,Informatiker,selbststÃ¤ndig,1,no,de,SQL,0,abi,m,/static/templates/forms/questions3.de.html,Dipl.Informatiker,2015-05-22T17:14:37.911Z,3,yes,20,10
591d935ad9de46059fa689bd92c883d0,"['parsequerystring.semantic.normal.html', 'histogram.semantic.single.html', 'concatlists.semantic.abbrev.html', 'readini.syntactic.normal.html', 'countchildren.syntactic.single.html', 'codestructure.syntactic.abbrev.html']",none,37,yes,no,1,2015-05-22T19:58:22.567288,2,de,no,5,0,6,no,XING,no,2,Entwickelr,angestellt,2,no,de,"Scheme, PowerShell, VBS, VBA, VLSI,",2,abi,m,/static/templates/forms/questions3.de.html,keinen,2015-05-22T19:59:23.229Z,0,yes,10,2
3a065afdd2764ec0ba20b3116417e688,"['concatlists.semantic.abbrev.html', 'histogram.semantic.normal.html', 'parsequerystring.semantic.single.html', 'readini.syntactic.abbrev.html', 'codestructure.syntactic.normal.html', 'countchildren.syntactic.single.html']",lehre,38,yes,no,1,2015-05-22T20:02:31.641477,4,de,no,4,0,6,no,Empfehlung eines Kollegen,no,1,Solution Architect,angestellt,3,no,de,"VB6, Perl",1,mr,m,/static/templates/forms/questions3.de.html,Fachinformatiker,2015-05-22T20:03:23.991Z,2,maybe,13,10
ac4b21c3cf9645318c244d477ba6410e,"['concatlists.semantic.single.html', 'histogram.semantic.normal.html', 'parsequerystring.semantic.abbrev.html', 'codestructure.syntactic.single.html', 'readini.syntactic.normal.html', 'countchildren.syntactic.abbrev.html']",msc,28,yes,no,1,2015-05-22T20:39:05.360596,4,de,no,5,1,6,yes,Email,yes,2,Softwareentwickler,angestellt,1,no,de,,0,abi,m,/static/templates/forms/questions3.de.html,"MSc, BSc, Fachinformatiker",2015-05-22T20:39:58.666Z,1,yes,12,10
a91c96041fbb48fbbecc47d060a40e03,"['countchildren.semantic.normal.html', 'codestructure.semantic.abbrev.html', 'readini.semantic.single.html', 'parsequerystring.syntactic.normal.html', 'concatlists.syntactic.abbrev.html', 'histogram.syntactic.single.html']",msc,40,yes,no,1,2015-05-23T13:22:55.933891,4,de,yes,5,2,6,no,Twitter,no,1,Senior Software-Entwickler,angestellt,3,no,de,Haskell,0,abi,m,/static/templates/forms/questions3.de.html,Master of Engineering,2015-05-23T13:23:50.604Z,1,maybe,16,13
78d76180579d456fa888bd292c4ea93f,"['codestructure.semantic.abbrev.html', 'countchildren.semantic.single.html', 'readini.semantic.normal.html', 'histogram.syntactic.abbrev.html', 'concatlists.syntactic.normal.html', 'parsequerystring.syntactic.single.html']",ba,30,yes,no,1,2015-05-23T15:00:09.415626,1,de,no,5,0,6,no,Twitter,no,1,MSc. Bioinformatik,student,1,no,de,"Python, Matlab, Bash",4,abi,m,/static/templates/forms/questions3.de.html,B.Sc. Bioinformatik,2015-05-23T15:01:04.422Z,0,yes,14,0
d5d903dc95a441f3aebfd25dff447a52,"['histogram.semantic.single.html', 'concatlists.semantic.normal.html', 'parsequerystring.semantic.abbrev.html', 'countchildren.syntactic.normal.html', 'codestructure.syntactic.abbrev.html', 'readini.syntactic.single.html']",msc,32,yes,no,3,2015-05-23T17:15:02.730741,1,de,yes,5,1,6,no,Studenten-Email-Verteiler der HS Mannheim,no,4,Programmierer,student,4,no,de,"Common Lisp, Scheme, Emacs Lisp, Ruby, Python, Erlang",1,abi,m,/static/templates/forms/questions3.de.html,Informatik B.Sc.,2015-05-23T17:15:57.889Z,0,yes,10,0
3369fa42614241faa844e88f364951c4,"['histogram.semantic.abbrev.html', 'parsequerystring.semantic.single.html', 'concatlists.semantic.normal.html', 'codestructure.syntactic.abbrev.html', 'readini.syntactic.single.html', 'countchildren.syntactic.normal.html']",ba,25,yes,no,1,2015-05-23T17:36:08.745282,2,de,no,5,0,6,no,Twitter,yes,4,Wirtschaftsinformatik,student,2,no,de,"Ruby, Python, Bash",4,abi,m,/static/templates/forms/questions3.de.html,B.Sc. Wirtschaftsinformatik,2015-05-23T17:37:04.008Z,1,maybe,12,1
38e98cc5d31e4bcebd08c00372b287ad,"['concatlists.semantic.abbrev.html', 'parsequerystring.semantic.single.html', 'histogram.semantic.normal.html', 'countchildren.syntactic.normal.html', 'codestructure.syntactic.single.html', 'readini.syntactic.abbrev.html']",lehre,47,yes,no,2,2015-05-24T19:05:12.312883,3,de,no,3,1,4,yes,"eMail-Einladung von dir, Twitter",yes,1,Facharbeiter fÃ¼r Datenverarbeitung,selbststÃ¤ndig,1,2013,de,"Magic XPA, Delphi, RPG/400, VB, verschiedene Assembler",0,other,m,/static/templates/forms/questions3.de.html,"Dipl. Ing. EDV Fachschule (DDR, da gabs sowas)",2015-05-24T19:06:09.137Z,1,yes,26,5
376ac7af42a34611b862dfef7615392e,"['histogram.semantic.normal.html', 'parsequerystring.semantic.single.html', 'concatlists.semantic.abbrev.html', 'codestructure.syntactic.abbrev.html', 'countchildren.syntactic.normal.html', 'readini.syntactic.single.html']",msc,29,yes,no,2,2015-05-24T19:48:37.112757,3,de,no,5,1,6,no,Empfehlung eines Kollegen,no,2,.Net Entwickler,angestellt,3,no,de,,3,abi,m,/static/templates/forms/questions3.de.html,Dipl.-Informatiker (BA),2015-05-24T19:49:33.890Z,2,yes,12,4
73190a68154f4a0cbe623c9181c0052c,"['codestructure.semantic.single.html', 'countchildren.semantic.abbrev.html', 'readini.semantic.normal.html', 'concatlists.syntactic.abbrev.html', 'histogram.syntactic.normal.html', 'parsequerystring.syntactic.single.html']",other,41,yes,no,2,2015-05-25T12:17:22.730542,3,de,no,4,0,5,yes,Twitter,yes,1,Softwareentwickler und -architekt,angestellt,1,no,de,"Pascal, Delphi, C++, Ruby, JavaScript, Java, PHP",1,abi,m,/static/templates/forms/questions3.de.html,Staatlich geprÃ¼fter Informatiker,2015-05-25T12:18:21.082Z,0,yes,22,5
5d1bc4e15be84a8095b0ac0ae8cf30aa,"['concatlists.semantic.single.html', 'parsequerystring.semantic.normal.html', 'histogram.semantic.abbrev.html', 'countchildren.syntactic.single.html', 'codestructure.syntactic.abbrev.html', 'readini.syntactic.normal.html']",lehre,43,yes,no,1,2015-05-24T23:18:57.788346,3,de,no,3,0,5,yes,XING,no,1,Software Engeniering Senior Analyst,angestellt,1,no,de,,0,abi,m,/static/templates/forms/questions3.de.html,keinen,2015-05-24T23:19:59.152Z,0,yes,15,7
2be7786b9f3c4b6c97e533ac9e666502,"['readini.semantic.abbrev.html', 'countchildren.semantic.normal.html', 'codestructure.semantic.single.html', 'histogram.syntactic.normal.html', 'concatlists.syntactic.single.html', 'parsequerystring.syntactic.abbrev.html']",lehre,24,yes,no,1,2015-05-25T11:41:51.036979,2,de,no,5,0,6,no,Email,no,1,Informatik,student,0,no,de,,0,abi,m,/static/templates/forms/questions3.de.html,BÃ¼rokaufmann,2015-05-25T11:42:50.499Z,0,yes,3,1
01734d33189a41c18b2a4a882c66bb9f,"['codestructure.semantic.abbrev.html', 'readini.semantic.single.html', 'countchildren.semantic.normal.html', 'histogram.syntactic.single.html', 'parsequerystring.syntactic.abbrev.html', 'concatlists.syntactic.normal.html']",none,23,yes,no,1,2015-05-25T11:31:07.250623,4,de,no,5,1,6,yes,Twitter,yes,2,Informatik (Bachelor),student,4,no,de,"C#, JavaScript, Swift, C, C++, Java, Python, F#, PHP, TypeScript",2,abi,m,/static/templates/forms/questions3.de.html,DemnÃ¤chst den Bachelor of Science,2015-05-25T11:32:05.540Z,0,maybe,8,6
97e23cfe7a614a7e87e9e4b05ddccd76,"['countchildren.semantic.single.html', 'codestructure.semantic.normal.html', 'readini.semantic.abbrev.html', 'histogram.syntactic.normal.html', 'concatlists.syntactic.abbrev.html', 'parsequerystring.syntactic.single.html']",msc,40,yes,no,2,2015-05-25T12:27:13.222728,2,de,no,3,0,4,no,Twitter,no,0,IT-Berater und Softwareentwickler,selbststÃ¤ndig,1,no,de,,0,abi,m,/static/templates/forms/questions3.de.html,Diplom-Informatiker (FH),2015-05-25T12:28:03.403Z,1,yes,15,10
1038a7e9bfff41cb92c4f094cab3bb3a,"['concatlists.semantic.normal.html', 'histogram.semantic.abbrev.html', 'parsequerystring.semantic.single.html', 'codestructure.syntactic.single.html', 'readini.syntactic.abbrev.html', 'countchildren.syntactic.normal.html']",msc,28,yes,no,1,2015-05-25T12:49:18.693159,4,de,no,6,1,6,no,Twitter,no,2,Web Developer,angestellt,4,no,other,,2,other,m,/static/templates/forms/questions3.de.html,Dipl.-Inform.,2015-05-25T12:50:12.395Z,1,maybe,8,5
3cd7e7f6e7f241acb605deddbb6f82b3,"['histogram.semantic.normal.html', 'parsequerystring.semantic.abbrev.html', 'concatlists.semantic.single.html', 'readini.syntactic.normal.html', 'countchildren.syntactic.abbrev.html', 'codestructure.syntactic.single.html']",msc,43,yes,no,2,2015-05-25T12:46:22.817677,4,de,yes,6,0,6,no,Twitter via Ingo Rammer,no,1,CTO,selbststÃ¤ndig,3,no,de,Keine die sonst noch relevant ist (abgesehen von den obigen),1,abi,m,/static/templates/forms/questions3.de.html,Eidg. Dipl. Inf. Ing. ETH,2015-05-25T12:47:21.082Z,1,yes,25,15
4f0eae141f904c0ebc219e66e8ea7b53,"['codestructure.semantic.abbrev.html', 'countchildren.semantic.normal.html', 'readini.semantic.single.html', 'concatlists.syntactic.normal.html', 'histogram.syntactic.single.html', 'parsequerystring.syntactic.abbrev.html']",none,49,yes,no,1,2015-05-25T13:58:44.115382,4,de,yes,6,1,6,yes,Ruf in der Macht,no,1,"Diplom-Physiker, Miglied des hohen Rates",selbststÃ¤ndig,3,no,de,"T-SQL, VB.NET, JavaScript, C, Fortran, PHP, F#, Java",1,abi,m,/static/templates/forms/questions3.de.html,Diplom-Physiker TU,2015-05-25T13:59:41.231Z,3,yes,20,12
