participant;trial;task_order;snippet;task;condition;state;linenumber;expected_linenumber;correction;description;duration_s;dialog_s;first_impression_s;thinking_time_s;distance_traveled;average_position;moves
d2c8b05698e9407fb61794470e36d026;3;0;codestructure;syntactic;normal;success;18;18;"structure.Add(character);";;96.477;7.112;89.365;7.112;49.0;13.285714285714286;49
d2c8b05698e9407fb61794470e36d026;4;1;countchildren;syntactic;single;success;17;17;"int h = int.Parse(f[g]);";;25.709;7.493;18.216;7.493;13.0;10.0;13
d2c8b05698e9407fb61794470e36d026;5;2;readini;syntactic;abbrev;success;21;21;"stt.Add(idn, prp);";;42.079;7.964;34.114;7.964;16.0;11.5;16
b163ccefdf5a480f88fa102653cd5d3f;0;0;histogram;semantic;normal;success;18;18;"frequencies[character] += 1;";Bei jedem Vorkommen wird die Frequenz eines chars um dessen Index im string inkrementiert, Histogramm ist was anderes... ^^;188.399;111.841;76.558;111.841;20.0;11.25;20
b163ccefdf5a480f88fa102653cd5d3f;1;1;concatlists;semantic;abbrev;success;21;21;"rsl[idx + len] = scn;";Am Ende würden nur len(ght)+1 Einträge im res(ult) stehen, statt 2*len.;281.141;143.02;130.44;150.701;97.0;11.278350515463918;97
b163ccefdf5a480f88fa102653cd5d3f;2;2;parsequerystring;semantic;single;success;19;19;"string h = f[1];";Da gehört der Wert des aktuellen Parameter-Wert-Paares rein, und nicht das zweite Parameter-Wert-Paar des Queries.;321.825;117.74;204.085;117.74;138.0;11.53623188405797;138
b163ccefdf5a480f88fa102653cd5d3f;3;0;readini;syntactic;abbrev;success;21;21;"stt.Add(idn, prp);";;86.585;18.973;67.612;18.973;47.0;11.51063829787234;47
b163ccefdf5a480f88fa102653cd5d3f;4;1;countchildren;syntactic;single;success;17;17;"int h = int.Parse(f[g]);";;122.49;13.87;108.62;13.87;92.0;16.815217391304348;92
b163ccefdf5a480f88fa102653cd5d3f;5;2;codestructure;syntactic;normal;success;18;18;"structure.Add(character);";;117.965;11.206;106.759;11.206;28.0;12.928571428571429;28
95992f0bc4de4027bb6926136bd0b955;0;0;histogram;semantic;abbrev;success;18;18;"frq[chr] += 1;";Summe der Vorkommen des Chars, statt (sinnfreie) Summe der Positionen;104.246;54.543;49.702;54.543;19.0;9.631578947368421;19
95992f0bc4de4027bb6926136bd0b955;1;1;concatlists;semantic;normal;success;21;21;"result[index + length] = second;";;98.312;23.086;75.226;23.086;59.0;10.576271186440678;59
95992f0bc4de4027bb6926136bd0b955;2;2;parsequerystring;semantic;single;success;19;19;"string h = f[1];";;95.687;8.505;87.182;8.505;37.0;10.35135135135135;37
95992f0bc4de4027bb6926136bd0b955;3;0;readini;syntactic;normal;success;21;21;"settings.Add(identifier, property);";;35.79;7.022;28.768;7.022;39.0;10.435897435897436;39
95992f0bc4de4027bb6926136bd0b955;4;1;codestructure;syntactic;single;success;18;18;"d.Add(f);";;38.737;6.075;32.662;6.075;17.0;11.941176470588236;17
95992f0bc4de4027bb6926136bd0b955;5;2;countchildren;syntactic;abbrev;success;17;17;"int prs = int.Parse(num[idx]);";;31.488;5.989;25.499;5.989;25.0;14.56;25
79ccccf38e4846acae075619a28ba44f;0;0;concatlists;semantic;normal;success;21;21;"result[length + index + 1] = second;";All end values have to be appended after the start values.;346.992;73.437;210.495;136.497;199.0;11.105527638190955;199
79ccccf38e4846acae075619a28ba44f;1;1;parsequerystring;semantic;single;success;19;19;"string h = f[1];";wrong array;483.346;72.631;203.342;280.004;391.0;11.445012787723785;391
79ccccf38e4846acae075619a28ba44f;2;2;histogram;semantic;abbrev;success;18;18;"frq[chr] += 1;";;124.688;19.314;105.374;19.314;43.0;8.023255813953488;43
79ccccf38e4846acae075619a28ba44f;3;0;countchildren;syntactic;abbrev;success;17;17;"int prs = int.Parse(num[idx]);";;40.038;10.028;30.01;10.028;15.0;8.466666666666667;15
79ccccf38e4846acae075619a28ba44f;4;1;codestructure;syntactic;normal;success;18;18;"structure.Add(character);";;126.635;8.927;117.708;8.927;72.0;13.51388888888889;72
79ccccf38e4846acae075619a28ba44f;5;2;readini;syntactic;single;success;21;21;"c.Add(g, h);";;95.958;21.71;37.348;58.61;70.0;10.142857142857142;70
6184095bb30f4300bdde9900b3f62c0b;0;0;parsequerystring;semantic;normal;success;19;19;"string parameterValue = setting[1];";Der Wert steht in setting[], nicht in part[];136.264;53.03;83.234;53.03;57.0;12.228070175438596;57
6184095bb30f4300bdde9900b3f62c0b;1;1;concatlists;semantic;abbrev;success;21;21;"rsl[idx * 2 + 1] = scn;";Die neue Liste muss die doppelte Länge haben;278.64;49.342;194.964;83.676;196.0;12.010204081632653;196
6184095bb30f4300bdde9900b3f62c0b;2;2;histogram;semantic;single;success;18;18;"c[e] += 1;";Wieso sollte der Index aufaddiert werden?;85.896;16.934;68.961;16.934;68.0;9.926470588235293;68
6184095bb30f4300bdde9900b3f62c0b;3;0;codestructure;syntactic;normal;success;18;18;"structure.Add(character);";;124.449;25.007;45.806;78.643;69.0;12.115942028985508;69
6184095bb30f4300bdde9900b3f62c0b;4;1;countchildren;syntactic;abbrev;success;17;17;"int prs = int.Parse(num[idx]);";;38.921;6.288;32.633;6.288;23.0;14.130434782608695;23
6184095bb30f4300bdde9900b3f62c0b;5;2;readini;syntactic;single;success;21;21;"c.Add(g, h);";;34.236;6.061;28.175;6.061;24.0;14.25;24
9c5d3cd1a4fe4b0094c5468fbc426e60;0;0;parsequerystring;semantic;single;success;19;19;"string h = f[1];";;116.656;29.002;87.654;29.002;94.0;10.5;94
9c5d3cd1a4fe4b0094c5468fbc426e60;1;1;histogram;semantic;normal;success;18;18;"frequencies[character] += 1;";;87.368;8.197;79.171;8.197;99.0;11.565656565656566;99
9c5d3cd1a4fe4b0094c5468fbc426e60;2;2;concatlists;semantic;abbrev;success;21;21;"rsl[idx + len] = scn;";;132.011;14.095;117.916;14.095;97.0;13.402061855670103;97
9c5d3cd1a4fe4b0094c5468fbc426e60;3;0;countchildren;syntactic;single;success;17;17;"int h = int.Parse(f[g]);";;51.873;8.743;43.13;8.743;44.0;13.795454545454545;44
9c5d3cd1a4fe4b0094c5468fbc426e60;4;1;readini;syntactic;normal;success;21;21;"settings.Add[identifier, property];";;35.084;8.523;26.561;8.523;28.0;13.857142857142858;28
9c5d3cd1a4fe4b0094c5468fbc426e60;5;2;codestructure;syntactic;abbrev;success;18;18;"str.Add(chr);";;46.408;6.982;39.426;6.982;35.0;13.114285714285714;35
04c8566f6ddf4e619b975390f556151d;0;0;parsequerystring;semantic;single;success;19;19;"string h = f[1];";Falsche Variable;56.646;17.465;39.181;17.465;122.0;9.737704918032787;122
04c8566f6ddf4e619b975390f556151d;1;1;concatlists;semantic;abbrev;success;21;21;"rsl[idx + len] = scn;";Muss am Ende eingefügt werden;280.128;21.805;258.323;21.805;608.0;13.664473684210526;608
04c8566f6ddf4e619b975390f556151d;2;2;histogram;semantic;normal;success;18;18;"frequencies[character] += 1;";Muss hochgezählt werden;74.527;24.306;50.221;24.306;80.0;12.25;80
04c8566f6ddf4e619b975390f556151d;3;0;codestructure;syntactic;single;success;18;18;"d.Add(f);";Semikolon fehlt;28.67;10.759;17.911;10.759;19.0;12.473684210526315;19
04c8566f6ddf4e619b975390f556151d;4;1;countchildren;syntactic;abbrev;success;17;17;"int prs = int.Parse(num[idx]);";Zuweisung;22.505;9.842;12.663;9.842;18.0;11.5;18
04c8566f6ddf4e619b975390f556151d;5;2;readini;syntactic;normal;success;21;21;"settings.Add(identifier, property);";Klammer falsch;63.972;50.589;13.383;50.589;17.0;12.0;17
ebabc82ce5ce45728c9b646e7e706ed5;0;0;parsequerystring;semantic;single;success;19;19;"string h = f[1];";Falsche Variable;39.721;12.183;27.538;12.183;41.0;15.634146341463415;41
ebabc82ce5ce45728c9b646e7e706ed5;1;1;histogram;semantic;abbrev;success;18;18;"frq[chr] += 1;";"Inkrement um eins --- Index wäre hier nicht sinnvoll ;)";65.444;21.074;44.37;21.074;53.0;12.169811320754716;53
ebabc82ce5ce45728c9b646e7e706ed5;2;2;concatlists;semantic;normal;success;21;21;"result[index + length] = second;";soll hinten concateniert werden;50.368;13.422;36.946;13.422;70.0;13.214285714285714;70
ebabc82ce5ce45728c9b646e7e706ed5;3;0;readini;syntactic;normal;success;21;21;"settings.Add(identifier, property);";;19.89;4.421;15.469;4.421;20.0;13.2;20
ebabc82ce5ce45728c9b646e7e706ed5;4;1;codestructure;syntactic;abbrev;success;18;18;"str.Add(chr);";Meine güte ... den hab ich jetzt aber lange übersehen ...;166.216;13.798;152.418;13.798;122.0;11.540983606557377;122
ebabc82ce5ce45728c9b646e7e706ed5;5;2;countchildren;syntactic;single;success;17;17;"int h = int.Parse(f[g]);";;15.778;5.395;10.383;5.395;13.0;10.0;13
111e089bbc894e30bcbe2ef30dc7a000;0;0;parsequerystring;semantic;abbrev;success;19;19;"string pmt = stt[1];";;137.586;43.976;93.61;43.976;50.0;13.5;50
111e089bbc894e30bcbe2ef30dc7a000;1;1;concatlists;semantic;normal;success;21;21;"result[index + length] = second;";;495.425;183.018;179.876;315.549;244.0;13.065573770491802;244
111e089bbc894e30bcbe2ef30dc7a000;2;2;histogram;semantic;single;success;18;18;"c[e] += 1;";;98.714;11.29;87.424;11.29;30.0;12.366666666666667;30
111e089bbc894e30bcbe2ef30dc7a000;3;0;readini;syntactic;single;success;21;21;"c.Add(g, h);";;34.428;11.303;23.125;11.303;22.0;13.409090909090908;22
111e089bbc894e30bcbe2ef30dc7a000;4;1;countchildren;syntactic;normal;success;17;17;"int personAge = int.Parse(numbers[index]);";;34.952;7.755;27.197;7.755;12.0;9.5;12
111e089bbc894e30bcbe2ef30dc7a000;5;2;codestructure;syntactic;abbrev;success;18;18;"str.Add(chr);";;61.156;6.837;54.319;6.837;36.0;12.333333333333334;36
6ca65975dc4c4c639de22dcc264f4367;0;0;histogram;semantic;single;success;18;18;"c[e]++;";Die Häufigkeit muss um 1 erhöht werden, nicht um d;165.063;59.565;105.498;59.565;87.0;10.528735632183908;87
6ca65975dc4c4c639de22dcc264f4367;1;1;concatlists;semantic;abbrev;success;21;21;"rsl[idx + len] = scn;";[idx + 1] würde im nächsten Schleifendurchlauf durch [idx] ersetzt werden;130.338;46.17;79.167;51.171;34.0;14.0;34
6ca65975dc4c4c639de22dcc264f4367;2;2;parsequerystring;semantic;normal;success;19;19;"string parameterValue = setting[1];";Der Wert des Parameters befindet sich in setting, nicht in parts;188.019;33.177;154.842;33.177;91.0;12.593406593406593;91
6ca65975dc4c4c639de22dcc264f4367;3;0;codestructure;syntactic;abbrev;success;18;18;"str.Add(chr);";;282.163;7.189;274.974;7.189;186.0;12.806451612903226;186
6ca65975dc4c4c639de22dcc264f4367;4;1;readini;syntactic;normal;success;21;21;"settings.Add(identifier, property);";;34.49;7.982;26.508;7.982;18.0;12.5;18
6ca65975dc4c4c639de22dcc264f4367;5;2;countchildren;syntactic;single;success;17;17;"int h = int.Parse(f[g]);";;40.095;12.924;27.171;12.924;16.0;10.875;16
bea6e164109b414a816351c589783277;0;0;codestructure;semantic;normal;success;18;18;"structure.Add(character);";die characters müssen zum Return-Value (structure) hinzugefügt werden, sonst ist das Ergebnis leer;123.839;67.614;56.224;67.614;30.0;12.3;30
bea6e164109b414a816351c589783277;1;1;readini;semantic;single;success;21;21;"c.Add(g, h);";e ist die line, es sollte aber der geparste wert (h) hinzugefügt werden;122.752;47.23;75.522;47.23;130.0;10.553846153846154;130
bea6e164109b414a816351c589783277;2;2;countchildren;semantic;abbrev;success;17;17;"int prs = int.Parse(num[idx]);";Das Ganze sollte den Iterator (idx) benutzen, sonst werden die falschen Werte geparst;138.033;50.316;87.717;50.316;93.0;10.53763440860215;93
bea6e164109b414a816351c589783277;3;0;histogram;syntactic;normal;success;18;18;"frequencies[character] += 1;";Addition wird mit + oder += gemacht;72.461;29.829;42.632;29.829;40.0;12.35;40
bea6e164109b414a816351c589783277;4;1;parsequerystring;syntactic;single;success;19;19;"string h = f[1];";Falsche Klammer;35.642;12.162;23.48;12.162;21.0;12.285714285714286;21
bea6e164109b414a816351c589783277;5;2;concatlists;syntactic;abbrev;success;21;21;"rsl[idx + len] = scn;";Semikolon fehlt;38.373;11.42;26.953;11.42;21.0;13.428571428571429;21
4f5dc40a386d4094a7d2cbcb5c71fa32;0;0;codestructure;semantic;single;success;18;18;"d.Add(f);";;228.875;62.981;165.894;62.981;113.0;12.991150442477876;113
4f5dc40a386d4094a7d2cbcb5c71fa32;1;1;readini;semantic;normal;success;21;21;"settings.Add(identifier, property);";;155.839;20.339;135.5;20.339;116.0;14.413793103448276;116
4f5dc40a386d4094a7d2cbcb5c71fa32;2;2;countchildren;semantic;abbrev;success;17;17;"int prs = int.Parse(num[idx]);";;202.643;14.155;188.488;14.155;218.0;12.353211009174313;218
4f5dc40a386d4094a7d2cbcb5c71fa32;3;0;histogram;syntactic;single;success;18;18;"c[e] += 1;";;49.502;22.664;26.838;22.664;13.0;10.0;13
4f5dc40a386d4094a7d2cbcb5c71fa32;4;1;parsequerystring;syntactic;normal;success;19;19;"string parameterValue = setting[1];";;57.397;10.609;46.788;10.609;35.0;14.571428571428571;35
4f5dc40a386d4094a7d2cbcb5c71fa32;5;2;concatlists;syntactic;abbrev;success;21;21;"rsl[idx + len] = scn;";;29.973;8.739;21.234;8.739;16.0;11.5;16
4458c5d621cd4d28b71cc805a900fc3f;0;0;readini;semantic;abbrev;success;21;21;"stt.Add(idn, prp);";;133.4;30.488;102.912;30.488;111.0;11.162162162162161;111
4458c5d621cd4d28b71cc805a900fc3f;1;1;codestructure;semantic;normal;success;18;18;"structure.Add(character);";;116.993;25.656;83.079;33.914;65.0;11.523076923076923;65
4458c5d621cd4d28b71cc805a900fc3f;2;2;countchildren;semantic;single;success;17;17;"int h = int.Parse(f[g]);";;234.989;37.834;124.965;110.024;294.0;11.040816326530612;294
4458c5d621cd4d28b71cc805a900fc3f;3;0;parsequerystring;syntactic;abbrev;success;19;19;"string pmt = stt[1];";;46.72;8.11;38.61;8.11;34.0;14.058823529411764;34
4458c5d621cd4d28b71cc805a900fc3f;4;1;concatlists;syntactic;single;success;21;21;"e[f + d] = h;";;58.773;6.026;52.747;6.026;35.0;13.4;35
4458c5d621cd4d28b71cc805a900fc3f;5;2;histogram;syntactic;normal;success;18;18;"frequencies[character] += 1;";;68.111;8.483;59.628;8.483;16.0;11.375;16
da43632cf8fd4944889f7aee6e10f977;0;0;readini;semantic;abbrev;success;21;21;"stt.Add(idn, lne);";;64.863;8.425;56.438;8.425;23.0;10.217391304347826;23
da43632cf8fd4944889f7aee6e10f977;1;1;countchildren;semantic;single;success;17;17;"int h = int.Parse(f[g]);";;63.875;13.522;50.353;13.522;47.0;13.25531914893617;47
da43632cf8fd4944889f7aee6e10f977;2;2;codestructure;semantic;normal;success;18;18;"structure.Add(character);";;62.084;11.884;50.2;11.884;40.0;13.7;40
da43632cf8fd4944889f7aee6e10f977;3;0;concatlists;syntactic;single;success;21;21;"e[f + d] = h;";;50.779;6.58;44.199;6.58;34.0;14.029411764705882;34
da43632cf8fd4944889f7aee6e10f977;4;1;parsequerystring;syntactic;abbrev;success;19;19;"string pmt = stt[1];";;150.066;11.235;138.831;11.235;104.0;13.75;104
da43632cf8fd4944889f7aee6e10f977;5;2;histogram;syntactic;normal;success;18;18;"frequencies[character] += 1;";;65.931;9.387;56.544;9.387;24.0;10.75;24
b7fb4c0597f84a4db660bf30f47943cd;0;0;countchildren;semantic;normal;success;17;17;"int personAge = int.Parse(numbers[index]);";;90.759;22.614;68.145;22.614;62.0;9.241935483870968;62
b7fb4c0597f84a4db660bf30f47943cd;1;1;readini;semantic;abbrev;success;21;21;"stt.Add(idn, prp);";Value sollte der Wert der Zeile sein, nicht die komplette Zeile;103.838;25.085;78.753;25.085;127.0;10.669291338582678;127
b7fb4c0597f84a4db660bf30f47943cd;2;2;codestructure;semantic;single;success;18;18;"d.Add(f);";;109.893;31.3;65.369;44.524;131.0;10.732824427480915;131
b7fb4c0597f84a4db660bf30f47943cd;3;0;parsequerystring;syntactic;abbrev;success;19;19;"string pmt = stt[1];";;46.86;13.836;33.024;13.836;24.0;11.916666666666666;24
b7fb4c0597f84a4db660bf30f47943cd;4;1;histogram;syntactic;normal;success;18;18;"frequencies[character] += 1;";"IMHO noch besser: frequencies[character]++;";73.265;37.568;35.697;37.568;19.0;9.631578947368421;19
b7fb4c0597f84a4db660bf30f47943cd;5;2;concatlists;syntactic;single;success;21;21;"e[f + d] = h;";;50.7;8.644;42.056;8.644;44.0;10.522727272727273;44
c2ae0176fa4b4f20bacf872b9795bd6f;0;0;countchildren;semantic;single;success;17;17;"int h = int.Parse(f[g]);";Die Laufvariable ist g, nicht e.;177.832;29.199;148.633;29.199;106.0;11.69811320754717;106
c2ae0176fa4b4f20bacf872b9795bd6f;1;1;codestructure;semantic;normal;success;18;18;"structure.Add(character);";Das Resultat muss gefüllt werden.;145.564;42.789;102.775;42.789;46.0;11.5;46
c2ae0176fa4b4f20bacf872b9795bd6f;2;2;readini;semantic;abbrev;success;21;21;"stt.Add(idn, prp);";Das Value sollte zum Ergebnis hinzugefügt werden, nicht die lne-Variable;103.326;50.477;52.849;50.477;17.0;12.0;17
c2ae0176fa4b4f20bacf872b9795bd6f;3;0;histogram;syntactic;normal;success;18;18;"frequencies[character] += 1;";;31.243;12.839;18.404;12.839;13.0;10.0;13
c2ae0176fa4b4f20bacf872b9795bd6f;4;1;concatlists;syntactic;abbrev;success;21;21;"rsl[idx + len] = scn;";;90.568;5.121;85.447;5.121;54.0;12.222222222222221;54
c2ae0176fa4b4f20bacf872b9795bd6f;5;2;parsequerystring;syntactic;single;success;19;19;"string h = f[1];";;48.76;25.839;4.274;44.486;22.0;13.409090909090908;22
a40661c57a2643fbb5f2ce0d59c38103;0;0;histogram;semantic;single;success;18;18;"c[e] += 1;";Anzahl eines Buchstabens wurde nicht korrekt inkrementiert;162.454;50.312;112.141;50.312;47.0;10.787234042553191;47
a40661c57a2643fbb5f2ce0d59c38103;1;1;parsequerystring;semantic;abbrev;success;19;19;"string pmt = stt[1];";;129.792;28.201;101.591;28.201;49.0;11.755102040816327;49
a40661c57a2643fbb5f2ce0d59c38103;2;2;concatlists;semantic;normal;success;21;21;"result[index + length] = second;";;182.03;9.775;172.255;9.775;56.0;12.553571428571429;56
a40661c57a2643fbb5f2ce0d59c38103;3;0;codestructure;syntactic;single;success;18;18;"d.Add(f);";;29.238;5.454;23.784;5.454;18.0;12.166666666666666;18
a40661c57a2643fbb5f2ce0d59c38103;4;1;countchildren;syntactic;normal;success;17;17;"int personAge = int.Parse(numbers[index]);";;45.23;6.118;39.112;6.118;24.0;14.458333333333334;24
a40661c57a2643fbb5f2ce0d59c38103;5;2;readini;syntactic;abbrev;success;21;21;"stt.Add(idn, prp);";;40.744;8.895;31.849;8.895;29.0;14.517241379310345;29
494bde147af24a6eb791f5499fb5be54;0;0;histogram;semantic;normal;success;18;18;"frequencies[character] += 1;";Es muss nur um 1 hochgezählt werden, nicht um den index;190.866;28.56;162.306;28.56;49.0;11.061224489795919;49
494bde147af24a6eb791f5499fb5be54;1;1;concatlists;semantic;single;success;21;21;"e[f + d] = h;";;131.366;13.28;118.086;13.28;55.0;10.6;55
494bde147af24a6eb791f5499fb5be54;2;2;parsequerystring;semantic;abbrev;success;19;19;"string pmt = sst[1];";;148.553;8.791;139.762;8.791;94.0;12.457446808510639;94
494bde147af24a6eb791f5499fb5be54;3;0;countchildren;syntactic;abbrev;success;17;17;"int prs = int.Parse(num[idx]);";;39.59;7.993;31.597;7.993;21.0;13.428571428571429;21
494bde147af24a6eb791f5499fb5be54;4;1;readini;syntactic;single;success;21;21;"c.Add(g, h);";;29.924;7.472;22.452;7.472;21.0;13.0;21
494bde147af24a6eb791f5499fb5be54;5;2;codestructure;syntactic;normal;success;18;18;"structure.Add(character);";;52.505;4.791;47.714;4.791;36.0;12.5;36
0c31c982546a457ba951c6a3f5df6660;0;0;histogram;semantic;abbrev;success;18;18;"frq[chr] += 1;";Es wurde der Index addiert.;217.712;90.539;127.172;90.539;69.0;10.144927536231885;69
0c31c982546a457ba951c6a3f5df6660;1;1;parsequerystring;semantic;normal;success;19;19;"string parameterValue = setting[1];";;147.701;17.324;130.377;17.324;127.0;10.511811023622048;127
0c31c982546a457ba951c6a3f5df6660;2;2;concatlists;semantic;single;success;21;21;"e[f + 1] = h;";Index out of range;212.71;52.061;160.649;52.061;157.0;11.821656050955413;157
0c31c982546a457ba951c6a3f5df6660;3;0;readini;syntactic;single;success;21;21;"c.Add(g, h);";;98.671;17.055;74.227;24.444;88.0;12.5;88
0c31c982546a457ba951c6a3f5df6660;4;1;codestructure;syntactic;abbrev;success;18;18;"str.Add(chr);";Semikolon fehlte;68.343;14.506;53.837;14.506;41.0;9.731707317073171;41
0c31c982546a457ba951c6a3f5df6660;5;2;countchildren;syntactic;normal;success;17;17;"int personAge = int.Parse(numbers[index]);";Zuweisung;59.453;25.366;34.087;25.366;24.0;14.291666666666666;24
0bcad9ad606e44359d059b9deaf9279d;0;0;concatlists;semantic;abbrev;success;21;21;"rsl[idx + len] = scn;";;133.72;16.32;117.399;16.32;101.0;10.366336633663366;101
0bcad9ad606e44359d059b9deaf9279d;1;1;histogram;semantic;single;success;18;18;"c[e] += 1;";;80.519;7.78;72.739;7.78;34.0;11.058823529411764;34
0bcad9ad606e44359d059b9deaf9279d;2;2;parsequerystring;semantic;normal;success;19;19;"string parameterValue = setting[1];";;52.827;10.726;42.101;10.726;19.0;12.894736842105264;19
0bcad9ad606e44359d059b9deaf9279d;3;0;codestructure;syntactic;normal;success;18;18;"structure.Add(character);";;88.987;8.602;80.385;8.602;60.0;11.916666666666666;60
0bcad9ad606e44359d059b9deaf9279d;4;1;readini;syntactic;abbrev;success;21;21;"stt.Add(idn, prp);";;86.757;7.619;79.138;7.619;54.0;13.148148148148149;54
0bcad9ad606e44359d059b9deaf9279d;5;2;countchildren;syntactic;single;success;17;17;"int h = int.Parse(f[g]);";;118.624;8.096;110.528;8.096;121.0;10.074380165289256;121
2e9147c100b74daab26aaedc687ae6e3;0;0;concatlists;semantic;single;success;21;21;"e[d + f + 1] = h;";;432.699;103.592;289.565;143.134;292.0;12.297945205479452;292
2e9147c100b74daab26aaedc687ae6e3;1;1;parsequerystring;semantic;abbrev;success;19;19;"string pmt = sst[1];";;310.809;14.152;296.657;14.152;289.0;12.15916955017301;289
2e9147c100b74daab26aaedc687ae6e3;2;2;histogram;semantic;normal;success;18;18;"frequencies[character] ++;";;168.302;18.704;149.598;18.704;104.0;11.038461538461538;104
2e9147c100b74daab26aaedc687ae6e3;3;0;countchildren;syntactic;normal;success;17;17;"int personAge = int.Parse(numbers[index]);";;58.172;14.011;44.161;14.011;28.0;12.392857142857142;28
2e9147c100b74daab26aaedc687ae6e3;4;1;readini;syntactic;abbrev;success;21;21;"stt.Add(idn, prp);";;58.127;10.601;47.526;10.601;28.0;11.428571428571429;28
2e9147c100b74daab26aaedc687ae6e3;5;2;codestructure;syntactic;single;success;18;18;"d.Add(f);";;463.467;8.481;454.985;8.481;86.0;11.918604651162791;86
dbe68fffb39e446ba383a2c580444872;0;0;parsequerystring;semantic;abbrev;success;19;19;"string pmt = sst[1];";Wert ist rechts vom Gleichheitszeichen im Array sst nicht im Array pts;113.761;42.998;70.763;42.998;55.0;13.709090909090909;55
dbe68fffb39e446ba383a2c580444872;1;1;histogram;semantic;normal;success;18;18;"frequencies[character] += 1;";Die Anzahl der Vorkommen eines Buchstaben sollte jedesmal um 1 erhöht werden, nicht um die Indexposition an der das Zeichen gefunden wurde.;66.187;32.577;33.61;32.577;24.0;12.625;24
dbe68fffb39e446ba383a2c580444872;2;2;concatlists;semantic;single;success;21;21;"e[d + f] = h;";Die Elemente aus c sollen hinten angefügt werden, müssen also erst ab Index d beginnend in das Zielarray geschrieben werden.;196.321;45.762;150.558;45.762;174.0;12.149425287356323;174
dbe68fffb39e446ba383a2c580444872;3;0;readini;syntactic;abbrev;success;21;21;"stt.Add(idn, prp);";Add ist einen Methode, Parameter stehen in runden Klammern. Hier war die Paarung der Klammern falsch.;77.639;28.836;48.803;28.836;32.0;10.75;32
dbe68fffb39e446ba383a2c580444872;4;1;countchildren;syntactic;normal;success;17;17;"int personAge = int.Parse(numbers[index]);";Mischung von Deklaration und Zuweisung - von der Variablendeklaration kann man einen Integer wert Subtrahieren.;74.188;34.466;39.721;34.466;45.0;13.977777777777778;45
dbe68fffb39e446ba383a2c580444872;5;2;codestructure;syntactic;single;success;18;18;"d.Add(f);";"Missing ';'";221.975;73.543;82.618;139.357;110.0;11.909090909090908;110
5cae49dda66846b79b4ac91510f146d4;0;0;histogram;semantic;single;success;18;18;"c[e]++;";Der Wert sollte um 1 erhöht werden und nicht um den Index des Characters im String.;185.877;65.766;120.111;65.766;189.0;11.296296296296296;189
5cae49dda66846b79b4ac91510f146d4;1;1;parsequerystring;semantic;normal;success;19;19;"string parameterValue = setting[1];";Der Wert des Parameters sollte aus dem setting-Array geholt werden, statt auf dem parts-Array.;126.052;59.812;66.24;59.812;78.0;9.512820512820513;78
5cae49dda66846b79b4ac91510f146d4;2;2;concatlists;semantic;abbrev;success;21;21;"rsl[len + idx] = scn;";Die Werte des zweiten Arrays sollten beim Hinzufügen zum Zielarray die Länge der Input-Array als Offset hinzufügen.;226.987;88.768;138.219;88.768;162.0;9.450617283950617;162
5cae49dda66846b79b4ac91510f146d4;3;0;codestructure;syntactic;normal;success;18;18;"structure.Add(character);";Semikolon fehlt.;59.285;18.379;40.906;18.379;50.0;9.82;50
5cae49dda66846b79b4ac91510f146d4;4;1;readini;syntactic;single;success;21;21;"c.Add(g, h);";Runde Klammer statt der eckigen.;45.347;24.335;21.012;24.335;35.0;12.6;35
5cae49dda66846b79b4ac91510f146d4;5;2;countchildren;syntactic;abbrev;success;17;17;"int prs = int.Parse(num[idx]);";Zuweisungsoperator statt dem Minus-Operator sollte verwendet werden.;84.026;36.357;47.669;36.357;92.0;14.423913043478262;92
1f6a1160f7d941cfb72a1245810091ec;0;0;readini;semantic;normal;success;21;21;"settings.Add(identifier, property);";;115.702;15.13;100.571;15.13;112.0;10.651785714285714;112
1f6a1160f7d941cfb72a1245810091ec;1;1;codestructure;semantic;abbrev;success;18;18;"str.Add(chr);";;117.629;18.004;99.625;18.004;108.0;12.425925925925926;108
1f6a1160f7d941cfb72a1245810091ec;2;2;countchildren;semantic;single;success;17;17;"int h = int.Parse(f[g]);";;187.804;10.051;177.753;10.051;211.0;12.345971563981042;211
1f6a1160f7d941cfb72a1245810091ec;3;0;concatlists;syntactic;abbrev;success;21;21;"rsl[idx + len] = scn;";;26.236;8.413;17.823;8.413;17.0;12.0;17
1f6a1160f7d941cfb72a1245810091ec;4;1;parsequerystring;syntactic;single;success;19;19;"string h = f[1];";;28.988;8.045;20.943;8.045;15.0;11.0;15
1f6a1160f7d941cfb72a1245810091ec;5;2;histogram;syntactic;normal;success;18;18;"frequencies[character] += 1;";;32.794;16.171;16.623;16.171;15.0;11.0;15
2fca3f8b6ed24867bdbb6bd798700668;0;0;countchildren;semantic;abbrev;success;17;17;"int prs = int.Parse(num[idx]);";;155.612;17.051;138.56;17.051;134.0;13.298507462686567;134
2fca3f8b6ed24867bdbb6bd798700668;1;1;readini;semantic;normal;success;21;21;"settings.Add(identifier, property);";;64.617;9.012;55.605;9.012;66.0;11.727272727272727;66
2fca3f8b6ed24867bdbb6bd798700668;2;2;codestructure;semantic;single;success;18;18;"d.Add(f);";;120.211;48.823;41.775;78.436;135.0;11.97037037037037;135
